#Host
OALVG00000000005.1	K10660
OALVG00000029425.1	K10104
OALVG00000029431.1	K23573
OALVG00000029444.1	K05401
OALVG00000029446.1	K20051
OALVG00000029447.1	K10693
OALVG00000029457.1	K17632
OALVG00000029461.1	K23927
OALVG00000029463.1	K23927
OALVG00000029469.1	K17602
OALVG00000029473.1	K05186
OALVG00000029474.1	K05186
OALVG00000029487.1	K08469
OALVG00000029489.1	K24174
OALVG00000029492.1	K05186
OALVG00000029492.2	K05186
OALVG00000029494.1	K10226
OALVG00000029499.1	K01017
OALVG00000029506.2	K02105
OALVG00000029507.1	K09530
OALVG00000029529.1	K23379
OALVG00000029529.2	K23379
OALVG00000029535.1	K05313
OALVG00000029542.1	K07968
OALVG00000029543.1	K24049
OALVG00000029558.1	K19613
OALVG00000029568.1	K20463
OALVG00000029581.1	K09451
OALVG00000029588.1	K14356
OALVG00000029593.1	K06825
OALVG00000029595.1	K17307
OALVG00000029597.1	K06825
OALVG00000029601.1	K06820
OALVG00000029602.1	K13411
OALVG00000029605.1	K17233
OALVG00000029607.1	K17233
OALVG00000029616.1	K10429
OALVG00000029630.1	K19721
OALVG00000029631.1	K22016
OALVG00000029637.1	K08190
OALVG00000029638.1	K06051
OALVG00000029649.1	K07819
OALVG00000029650.1	K07819
OALVG00000029652.1	K05613
OALVG00000029654.1	K05613
OALVG00000029675.1	K09220
OALVG00000029677.1	K24468
OALVG00000029679.1	K24468
OALVG00000029686.1	K22147
OALVG00000029688.1	K00011
OALVG00000029688.2	K00002
OALVG00000029689.1	K00002
OALVG00000029701.1	K16681
OALVG00000029708.1	K11420
OALVG00000029709.1	K11420
OALVG00000029710.1	K11420
OALVG00000029712.1	K11420
OALVG00000029714.1	K11420
OALVG00000029717.1	K11420
OALVG00000029719.1	K11420
OALVG00000029720.1	K11420
OALVG00000029721.1	K02599
OALVG00000029764.1	K17498
OALVG00000029804.1	K16621
OALVG00000029809.1	K06104
OALVG00000029817.1	K05313
OALVG00000029827.1	K16669
OALVG00000029833.1	K12026
OALVG00000029834.1	K10104
OALVG00000029842.1	K06825
OALVG00000029843.1	K06825
OALVG00000029844.1	K17307
OALVG00000029845.1	K17307
OALVG00000029855.1	K00763
OALVG00000029859.1	K11997
OALVG00000029858.2	K10391
OALVG00000029861.1	K11997
OALVG00000029866.1	K14354
OALVG00000029872.1	K02599
OALVG00000029874.1	K22888
OALVG00000029874.2	K22888
OALVG00000029875.1	K22888
OALVG00000029880.1	K09431
OALVG00000029885.1	K24298
OALVG00000029888.1	K24539
OALVG00000029891.1	K15503
OALVG00000029894.1	K13861
OALVG00000029896.1	K05751
OALVG00000029897.1	K03691
OALVG00000029907.1	K14388
OALVG00000029909.1	K14388
OALVG00000029910.1	K14386
OALVG00000029912.1	K14388
OALVG00000029913.1	K14388
OALVG00000029915.1	K14386
OALVG00000029916.1	K14388
OALVG00000029917.1	K14386
OALVG00000029918.1	K14386
OALVG00000029920.1	K14386
OALVG00000029925.1	K10462
OALVG00000029940.1	K18152
OALVG00000029948.1	K01647
OALVG00000029949.1	K18420
OALVG00000029956.1	K09228
OALVG00000029964.1	K06826
OALVG00000029969.1	K08033
OALVG00000029974.1	K04153
OALVG00000029979.1	K10104
OALVG00000029980.1	K02599
OALVG00000029981.1	K17353
OALVG00000029982.1	K17353
OALVG00000029983.1	K23218
OALVG00000029999.1	K08576
OALVG00000030003.1	K21283
OALVG00000030004.1	K17539
OALVG00000030005.1	K08864
OALVG00000030006.1	K08269
OALVG00000030007.1	K08269
OALVG00000030008.1	K08269
OALVG00000030009.1	K08269
OALVG00000030010.1	K21357
OALVG00000030011.1	K21357
OALVG00000030012.1	K08269
OALVG00000030014.1	K10645
OALVG00000030015.1	K21357
OALVG00000030016.1	K10645
OALVG00000030027.1	K17582
OALVG00000030036.1	K12324
OALVG00000030038.1	K12323
OALVG00000030039.1	K12323
OALVG00000030043.1	K09848
OALVG00000030043.2	K09848
OALVG00000030058.1	K17614
OALVG00000030066.1	K14323
OALVG00000030069.2	K23330
OALVG00000030072.1	K00727
OALVG00000030077.1	K04988
OALVG00000030078.1	K04988
OALVG00000030081.1	K04988
OALVG00000030085.1	K22888
OALVG00000030098.1	K10104
OALVG00000030103.1	K08679
OALVG00000030139.1	K08592
OALVG00000030142.1	K16680
OALVG00000030149.1	K17604
OALVG00000030153.1	K09452
OALVG00000030157.1	K04194
OALVG00000030161.1	K08765
OALVG00000030163.1	K01362
OALVG00000030165.1	K01362
OALVG00000030166.1	K20111
OALVG00000030168.1	K01362
OALVG00000030169.1	K01312
OALVG00000030170.1	K06233
OALVG00000030172.1	K21912
OALVG00000030175.1	K13702
OALVG00000030182.1	K02599
OALVG00000030206.1	K01316
OALVG00000030216.1	K04233
OALVG00000030252.1	K05016
OALVG00000030262.1	K11153
OALVG00000030268.1	K06238
OALVG00000030273.1	K20632
OALVG00000030275.2	K13207
OALVG00000030275.3	K13207
OALVG00000030278.1	K04282
OALVG00000030280.1	K03544
OALVG00000030292.1	K08546
OALVG00000030293.1	K08546
OALVG00000030303.1	K01183
OALVG00000030306.1	K02599
OALVG00000030311.1	K10380
OALVG00000030318.1	K01183
OALVG00000030377.1	K06269
OALVG00000030378.1	K06269
OALVG00000030379.1	K00567
OALVG00000030380.1	K11852
OALVG00000030383.1	K11801
OALVG00000030386.1	K11801
OALVG00000030387.1	K11801
OALVG00000030390.1	K11801
OALVG00000030396.1	K24298
OALVG00000030404.1	K12182
OALVG00000030405.2	K14708
OALVG00000030410.2	K14708
OALVG00000030414.1	K23934
OALVG00000030430.1	K21440
OALVG00000030437.1	K01183
OALVG00000030446.1	K17495
OALVG00000030456.1	K01135
OALVG00000030458.1	K08873
OALVG00000030460.1	K08873
OALVG00000030474.1	K04134
OALVG00000030480.1	K06238
OALVG00000030499.1	K19721
OALVG00000030504.1	K23221
OALVG00000030505.1	K02599
OALVG00000030512.1	K01183
OALVG00000030513.1	K01183
OALVG00000030514.1	K01183
OALVG00000030515.1	K17341
OALVG00000030516.1	K17341
OALVG00000030529.1	K01313
OALVG00000030535.1	K04967
OALVG00000030543.1	K04282
OALVG00000030558.1	K01892
OALVG00000030568.1	K05038
OALVG00000030571.1	K05038
OALVG00000030573.1	K05038
OALVG00000030574.1	K05038
OALVG00000030577.1	K05038
OALVG00000030580.1	K05038
OALVG00000030582.1	K05038
OALVG00000030585.1	K19041
OALVG00000030586.2	K08775
OALVG00000030617.1	K12231
OALVG00000030618.1	K05096
OALVG00000030636.1	K20071
OALVG00000030636.2	K20071
OALVG00000030636.3	K20071
OALVG00000030636.4	K20071
OALVG00000030637.1	K09668
OALVG00000030639.1	K10380
OALVG00000030659.1	K14464
OALVG00000030659.2	K14464
OALVG00000030667.1	K21765
OALVG00000030667.2	K21765
OALVG00000030667.3	K21765
OALVG00000030674.1	K10399
OALVG00000030680.1	K16273
OALVG00000030684.1	K23490
OALVG00000030707.1	K04437
OALVG00000030723.1	K22614
OALVG00000030724.1	K09228
OALVG00000030727.1	K13128
OALVG00000030735.1	K13139
OALVG00000030737.1	K02186
OALVG00000030739.2	K16810
OALVG00000030740.1	K22020
OALVG00000030742.1	K02186
OALVG00000030743.2	K09586
OALVG00000030746.2	K23325
OALVG00000030748.1	K08878
OALVG00000030816.1	K19867
OALVG00000030816.2	K19867
OALVG00000030816.3	K19867
OALVG00000030816.5	K19867
OALVG00000030816.6	K19867
OALVG00000030822.2	K23781
OALVG00000030826.1	K19867
OALVG00000030826.2	K19867
OALVG00000030826.3	K19867
OALVG00000030826.4	K19867
OALVG00000030832.1	K14616
OALVG00000030834.1	K14616
OALVG00000030837.1	K16669
OALVG00000030838.1	K14616
OALVG00000030839.1	K05313
OALVG00000030849.1	K13963
OALVG00000030850.1	K23425
OALVG00000030854.1	K23425
OALVG00000030855.1	K23425
OALVG00000030860.1	K09228
OALVG00000030861.1	K09228
OALVG00000030863.1	K09228
OALVG00000030865.1	K09228
OALVG00000030876.1	K16060
OALVG00000030888.1	K23965
OALVG00000030904.1	K09408
OALVG00000030919.1	K22022
OALVG00000030920.1	K22022
OALVG00000030922.1	K22022
OALVG00000030945.1	K10615
OALVG00000030947.1	K22815
OALVG00000030990.1	K13647
OALVG00000030991.2	K17401
OALVG00000030992.1	K16465
OALVG00000031010.1	K05706
OALVG00000031013.1	K09668
OALVG00000031014.1	K09668
OALVG00000031017.1	K02599
OALVG00000031018.1	K02599
OALVG00000031023.1	K09668
OALVG00000031024.1	K09668
OALVG00000031028.1	K05613
OALVG00000031029.1	K05613
OALVG00000031031.1	K05613
OALVG00000031034.1	K12653
OALVG00000031054.1	K12026
OALVG00000031055.2	K09392
OALVG00000031058.1	K04409
OALVG00000031070.1	K13106
OALVG00000031083.1	K06560
OALVG00000031085.1	K06560
OALVG00000031085.2	K06560
OALVG00000031088.1	K24517
OALVG00000031112.1	K18529
OALVG00000031119.1	K09228
OALVG00000031121.1	K24298
OALVG00000031126.1	K10955
OALVG00000031127.1	K14353
OALVG00000031131.1	K22022
OALVG00000031138.1	K06238
OALVG00000031158.1	K12323
OALVG00000031159.1	K12323
OALVG00000031161.1	K24469
OALVG00000031163.1	K21347
OALVG00000031163.2	K21347
OALVG00000031163.3	K21347
OALVG00000031167.1	K06756
OALVG00000031169.1	K02599
OALVG00000031172.1	K02599
OALVG00000031173.1	K02599
OALVG00000031174.1	K06051
OALVG00000031175.1	K02599
OALVG00000031181.1	K09405
OALVG00000031182.1	K06756
OALVG00000031187.1	K15149
OALVG00000031190.1	K04131
OALVG00000031195.1	K14206
OALVG00000031206.1	K19719
OALVG00000031208.1	K06530
OALVG00000031211.1	K06530
OALVG00000031213.1	K13172
OALVG00000031214.1	K13172
OALVG00000031219.1	K12459
OALVG00000031225.1	K14317
OALVG00000031227.1	K18334
OALVG00000031241.1	K22666
OALVG00000031242.1	K15261
OALVG00000031245.1	K05052
OALVG00000031246.1	K08181
OALVG00000031247.1	K08181
OALVG00000031249.1	K08181
OALVG00000031252.1	K24286
OALVG00000031256.1	K11849
OALVG00000031263.1	K19755
OALVG00000031263.2	K19755
OALVG00000031274.1	K13188
OALVG00000031275.1	K22656
OALVG00000031276.1	K11869
OALVG00000031279.1	K22656
OALVG00000031303.1	K21918
OALVG00000031306.1	K06238
OALVG00000031307.1	K06238
OALVG00000031317.1	K06252
OALVG00000031320.2	K06103
OALVG00000031320.3	K06103
OALVG00000031327.1	K04349
OALVG00000031334.1	K04349
OALVG00000031336.1	K23837
OALVG00000031343.1	K04950
OALVG00000031344.1	K04950
OALVG00000031347.1	K04950
OALVG00000031349.1	K20051
OALVG00000031364.1	K16506
OALVG00000031369.1	K11141
OALVG00000031371.1	K11141
OALVG00000031372.1	K11141
OALVG00000031373.1	K00820
OALVG00000031373.2	K00820
OALVG00000031373.3	K00820
OALVG00000031373.4	K00820
OALVG00000031377.1	K04306
OALVG00000031381.1	K09643
OALVG00000031400.1	K04988
OALVG00000031400.2	K04988
OALVG00000031406.2	K17576
OALVG00000031414.1	K09228
OALVG00000031441.1	K14388
OALVG00000031442.1	K14388
OALVG00000031443.1	K14386
OALVG00000031444.1	K14386
OALVG00000031447.1	K08190
OALVG00000031459.1	K02184
OALVG00000031462.1	K04575
OALVG00000031467.1	K11161
OALVG00000031476.1	K20840
OALVG00000031479.1	K16755
OALVG00000031481.1	K04224
OALVG00000031490.1	K15177
OALVG00000031503.1	K24354
OALVG00000031503.2	K24354
OALVG00000031503.3	K24354
OALVG00000031504.1	K09524
OALVG00000031509.1	K06560
OALVG00000031510.1	K17094
OALVG00000031511.1	K17094
OALVG00000031515.1	K20840
OALVG00000031540.1	K24068
OALVG00000031541.1	K23624
OALVG00000031542.1	K01315
OALVG00000031547.1	K05129
OALVG00000031550.1	K16506
OALVG00000031551.1	K02599
OALVG00000031552.1	K16506
OALVG00000031554.1	K23624
OALVG00000031554.2	K23624
OALVG00000031554.3	K23624
OALVG00000031556.1	K16669
OALVG00000031557.1	K02599
OALVG00000031565.1	K01495
OALVG00000031568.2	K10601
OALVG00000031574.1	K16781
OALVG00000031577.1	K00939
OALVG00000031582.1	K20865
OALVG00000031586.1	K15123
OALVG00000031595.2	K05858
OALVG00000031601.1	K10443
OALVG00000031602.1	K17343
OALVG00000031603.1	K17343
OALVG00000031603.2	K17343
OALVG00000031606.1	K10104
OALVG00000031615.2	K01738
OALVG00000031618.1	K05858
OALVG00000031623.1	K22614
OALVG00000031630.1	K00474
OALVG00000031638.1	K10408
OALVG00000031639.1	K11997
OALVG00000031640.2	K10408
OALVG00000031642.1	K10408
OALVG00000031649.1	K08268
OALVG00000031672.1	K10447
OALVG00000031679.1	K19720
OALVG00000031690.1	K16669
OALVG00000031693.1	K02599
OALVG00000031704.1	K20051
OALVG00000031705.1	K00753
OALVG00000031708.1	K04445
OALVG00000031715.1	K04988
OALVG00000031726.1	K06238
OALVG00000031727.1	K06238
OALVG00000031729.1	K09866
OALVG00000031730.1	K09866
OALVG00000031733.1	K04286
OALVG00000031743.1	K12896
OALVG00000031746.1	K06238
OALVG00000031750.1	K11810
OALVG00000031751.1	K06238
OALVG00000031754.1	K06238
OALVG00000031776.1	K09098
OALVG00000031782.1	K09098
OALVG00000031785.1	K17343
OALVG00000031786.1	K10060
OALVG00000031792.1	K01082
OALVG00000031798.1	K07779
OALVG00000031799.1	K06532
OALVG00000031804.1	K06532
OALVG00000031805.1	K00700
OALVG00000031806.2	K12484
OALVG00000031806.3	K12484
OALVG00000031806.4	K12484
OALVG00000031807.1	K24185
OALVG00000031810.1	K17987
OALVG00000031821.1	K11810
OALVG00000031839.1	K19721
OALVG00000031847.1	K22615
OALVG00000031854.1	K19511
OALVG00000031863.1	K08727
OALVG00000031872.1	K02599
OALVG00000031876.1	K10104
OALVG00000031877.1	K24298
OALVG00000031884.1	K10951
OALVG00000031885.1	K21125
OALVG00000031899.1	K08727
OALVG00000031905.1	K04286
OALVG00000031906.1	K08727
OALVG00000031908.1	K23281
OALVG00000031920.1	K21436
OALVG00000031922.1	K21436
OALVG00000031942.1	K23342
OALVG00000031944.1	K09228
OALVG00000031946.1	K21862
OALVG00000031947.1	K21862
OALVG00000031953.1	K08375
OALVG00000031954.1	K08375
OALVG00000031956.1	K17975
OALVG00000031966.1	K00753
OALVG00000031968.1	K06279
OALVG00000031978.1	K17814
OALVG00000031994.1	K02599
OALVG00000031999.1	K09239
OALVG00000032006.1	K19933
OALVG00000032006.2	K19933
OALVG00000032009.1	K00489
OALVG00000032012.1	K00489
OALVG00000032020.1	K14009
OALVG00000032023.1	K00665
OALVG00000032027.1	K00030
OALVG00000032027.3	K00030
OALVG00000032032.1	K18406
OALVG00000032049.1	K12472
OALVG00000032051.1	K20051
OALVG00000032061.1	K14572
OALVG00000032072.1	K02599
OALVG00000032081.1	K13133
OALVG00000032087.1	K19721
OALVG00000032090.1	K19721
OALVG00000032091.1	K19721
OALVG00000032092.1	K19721
OALVG00000032093.1	K19721
OALVG00000032094.1	K19721
OALVG00000032096.2	K06106
OALVG00000032097.1	K13161
OALVG00000032106.1	K10478
OALVG00000032108.1	K20043
OALVG00000032111.1	K20043
OALVG00000032112.1	K20043
OALVG00000032113.1	K20043
OALVG00000032121.1	K20044
OALVG00000032125.1	K20044
OALVG00000032127.1	K20043
OALVG00000032132.1	K20162
OALVG00000032141.2	K24226
OALVG00000032174.1	K22020
OALVG00000032180.1	K04825
OALVG00000032181.1	K04825
OALVG00000032182.1	K04825
OALVG00000032184.1	K04825
OALVG00000032190.1	K11413
OALVG00000032193.1	K11413
OALVG00000032194.1	K11413
OALVG00000032197.1	K12896
OALVG00000032198.1	K12896
OALVG00000032199.1	K12896
OALVG00000032201.1	K17352
OALVG00000032202.1	K17352
OALVG00000032203.1	K17352
OALVG00000032205.1	K06537
OALVG00000032206.1	K12567
OALVG00000032214.1	K24437
OALVG00000032216.1	K06233
OALVG00000032217.1	K19721
OALVG00000032222.1	K04420
OALVG00000032235.1	K04824
OALVG00000032237.1	K04824
OALVG00000032240.1	K05658
OALVG00000032241.1	K05658
OALVG00000032243.1	K04824
OALVG00000032244.1	K04824
OALVG00000032246.1	K04824
OALVG00000032247.1	K04824
OALVG00000032251.1	K08399
OALVG00000032252.1	K08399
OALVG00000032269.2	K04398
OALVG00000032270.1	K06823
OALVG00000032270.2	K06823
OALVG00000032274.1	K24470
OALVG00000032279.1	K01017
OALVG00000032281.1	K06564
OALVG00000032292.1	K06776
OALVG00000032320.1	K22022
OALVG00000032327.1	K14356
OALVG00000032328.1	K09533
OALVG00000032330.1	K02183
OALVG00000032337.1	K06792
OALVG00000032351.1	K03006
OALVG00000032358.1	K10380
OALVG00000032374.2	K14323
OALVG00000032381.1	K06560
OALVG00000032386.1	K02183
OALVG00000032414.1	K23847
OALVG00000032437.1	K03877
OALVG00000032463.1	K12231
OALVG00000032464.1	K01719
OALVG00000032467.1	K04437
OALVG00000032469.1	K22615
OALVG00000032477.1	K23379
OALVG00000032497.2	K12838
OALVG00000032506.1	K24576
OALVG00000032507.1	K04194
OALVG00000032508.1	K04194
OALVG00000032509.1	K04218
OALVG00000032510.1	K04194
OALVG00000032511.1	K13752
OALVG00000032513.1	K13763
OALVG00000032515.2	K13121
OALVG00000032518.1	K17963
OALVG00000032519.1	K24469
OALVG00000032521.1	K24469
OALVG00000032523.1	K24469
OALVG00000032524.1	K06839
OALVG00000032529.1	K10268
OALVG00000032530.1	K10268
OALVG00000032538.1	K11665
OALVG00000032539.1	K23927
OALVG00000032541.1	K06238
OALVG00000032543.1	K06236
OALVG00000032544.1	K06238
OALVG00000032545.1	K09429
OALVG00000032546.1	K06238
OALVG00000032548.1	K06236
OALVG00000032549.1	K14328
OALVG00000032551.1	K06236
OALVG00000032552.1	K06238
OALVG00000032559.1	K09429
OALVG00000032560.1	K09429
OALVG00000032564.2	K20649
OALVG00000032564.3	K20649
OALVG00000032567.1	K06460
OALVG00000032570.1	K10521
OALVG00000032576.1	K09525
OALVG00000032580.1	K09525
OALVG00000032581.1	K19269
OALVG00000032588.1	K21440
OALVG00000032589.1	K00744
OALVG00000032595.1	K08530
OALVG00000032600.1	K10478
OALVG00000032618.1	K06100
OALVG00000032647.1	K03877
OALVG00000032653.1	K10478
OALVG00000032656.1	K01301
OALVG00000032662.1	K24436
OALVG00000032663.1	K01793
OALVG00000032664.1	K01793
OALVG00000032665.1	K14074
OALVG00000032669.1	K02599
OALVG00000032670.1	K19921
OALVG00000032672.1	K22017
OALVG00000032675.2	K18643
OALVG00000032675.3	K18643
OALVG00000032675.4	K18643
OALVG00000032687.2	K16550
OALVG00000032690.1	K12875
OALVG00000032691.2	K16543
OALVG00000032720.1	K08285
OALVG00000032729.1	K20051
OALVG00000032732.1	K05036
OALVG00000032733.1	K05035
OALVG00000032734.1	K05035
OALVG00000032760.1	K05312
OALVG00000032762.1	K05312
OALVG00000032770.1	K16507
OALVG00000032780.1	K01672
OALVG00000032781.1	K01672
OALVG00000032785.1	K20051
OALVG00000032801.1	K17341
OALVG00000032802.1	K17341
OALVG00000032815.1	K05129
OALVG00000032817.1	K07521
OALVG00000032818.1	K06052
OALVG00000032819.1	K16506
OALVG00000032829.1	K15613
OALVG00000032829.2	K15613
OALVG00000032830.1	K07779
OALVG00000032834.1	K18037
OALVG00000032834.3	K18037
OALVG00000032834.4	K18037
OALVG00000032834.5	K18037
OALVG00000032834.6	K18037
OALVG00000032834.7	K18037
OALVG00000032837.1	K09228
OALVG00000032843.2	K09228
OALVG00000032846.1	K13781
OALVG00000032848.1	K09228
OALVG00000032850.1	K04905
OALVG00000032850.2	K04905
OALVG00000032855.1	K01648
OALVG00000032855.3	K01648
OALVG00000032865.1	K05736
OALVG00000032868.1	K10104
OALVG00000032869.1	K10104
OALVG00000032870.1	K10104
OALVG00000032872.1	K10104
OALVG00000032873.1	K05466
OALVG00000032874.1	K10104
OALVG00000032877.1	K05466
OALVG00000032878.1	K05466
OALVG00000032879.1	K05466
OALVG00000032880.1	K10104
OALVG00000032882.1	K10104
OALVG00000032884.1	K17341
OALVG00000032893.1	K22400
OALVG00000032894.1	K22400
OALVG00000032897.1	K07967
OALVG00000032905.1	K06584
OALVG00000032908.1	K22723
OALVG00000032920.1	K21357
OALVG00000032921.1	K21357
OALVG00000032922.1	K10645
OALVG00000032922.2	K10645
OALVG00000032931.1	K09228
OALVG00000032933.1	K04579
OALVG00000032952.1	K14716
OALVG00000032957.1	K17341
OALVG00000032975.1	K12821
OALVG00000032981.1	K09188
OALVG00000032982.1	K02599
OALVG00000032983.1	K22017
OALVG00000032985.1	K01313
OALVG00000032989.2	K00275
OALVG00000033006.1	K15261
OALVG00000033007.1	K15261
OALVG00000033009.1	K15261
OALVG00000033010.1	K15261
OALVG00000033011.1	K15261
OALVG00000033012.1	K10401
OALVG00000033015.1	K22910
OALVG00000033025.1	K08752
OALVG00000033026.1	K17632
OALVG00000033027.1	K17632
OALVG00000033028.1	K17632
OALVG00000033033.1	K09081
OALVG00000033035.1	K08632
OALVG00000033047.1	K18914
OALVG00000033051.2	K10872
OALVG00000033065.2	K05849
OALVG00000033080.1	K24286
OALVG00000033085.2	K07767
OALVG00000033085.3	K07767
OALVG00000033086.1	K23829
OALVG00000033109.1	K04978
OALVG00000033112.1	K12404
OALVG00000033137.1	K06238
OALVG00000033139.1	K11499
OALVG00000033150.1	K22696
OALVG00000033151.1	K22696
OALVG00000033160.1	K13578
OALVG00000033161.1	K14616
OALVG00000033164.1	K24627
OALVG00000033167.1	K24627
OALVG00000033168.1	K13578
OALVG00000033169.1	K02599
OALVG00000033191.1	K24469
OALVG00000033193.1	K06826
OALVG00000033199.1	K01019
OALVG00000033200.2	K09667
OALVG00000033205.1	K09489
OALVG00000033208.1	K01022
OALVG00000033211.1	K16799
OALVG00000033213.1	K20051
OALVG00000033217.1	K03068
OALVG00000033221.1	K10059
OALVG00000033237.1	K22402
OALVG00000033251.1	K04144
OALVG00000033263.1	K03068
OALVG00000033272.1	K05195
OALVG00000033297.1	K06084
OALVG00000033298.1	K16608
OALVG00000033299.1	K16608
OALVG00000033301.1	K10809
OALVG00000033301.2	K10809
OALVG00000033306.1	K03695
OALVG00000033313.1	K10359
OALVG00000033314.1	K10359
OALVG00000033316.1	K04194
OALVG00000033325.1	K18061
OALVG00000033326.1	K10307
OALVG00000033341.1	K06238
OALVG00000033350.1	K06766
OALVG00000033354.1	K14427
OALVG00000033359.1	K08670
OALVG00000033360.1	K09640
OALVG00000033361.1	K01362
OALVG00000033366.1	K13024
OALVG00000033369.1	K13024
OALVG00000033380.1	K20051
OALVG00000033385.1	K06776
OALVG00000033394.2	K00111
OALVG00000033396.1	K18763
OALVG00000033396.3	K18763
OALVG00000033407.2	K12567
OALVG00000033407.3	K12567
OALVG00000033416.1	K19041
OALVG00000033430.1	K09228
OALVG00000033434.1	K01298
OALVG00000033437.1	K01298
OALVG00000033441.1	K17614
OALVG00000033442.1	K18932
OALVG00000033454.2	K17302
OALVG00000033457.2	K03260
OALVG00000033461.1	K03260
OALVG00000033468.1	K09276
OALVG00000033486.1	K13866
OALVG00000033490.1	K00011
OALVG00000033492.1	K00011
OALVG00000033494.1	K08635
OALVG00000033495.1	K08635
OALVG00000033496.1	K08635
OALVG00000033503.1	K08635
OALVG00000033504.1	K08635
OALVG00000033506.1	K00753
OALVG00000033523.1	K16468
OALVG00000033528.1	K20126
OALVG00000033544.1	K11364
OALVG00000033545.1	K02599
OALVG00000033549.1	K22017
OALVG00000033556.1	K20051
OALVG00000033556.2	K20051
OALVG00000033560.1	K15157
OALVG00000033560.2	K15157
OALVG00000033576.2	K16498
OALVG00000033587.1	K16943
OALVG00000033593.1	K08752
OALVG00000033594.1	K08752
OALVG00000033598.1	K14779
OALVG00000033605.1	K11420
OALVG00000033606.2	K20404
OALVG00000033606.3	K20404
OALVG00000033612.2	K23625
