#Host
OFRAG00000000002.1	K07834
contig_1036_np1212_2693	K00990
contig_1036_np1212_2703	K03664
contig_1036_np1212_2766	K00799
contig_1036_np1212_2767	K00799
contig_1036_np1212_2885	K03981
contig_1036_np1212_2963	K08303
contig_1036_np1212_2968	K03686
contig_1036_np1212_3042	K03686
contig_1036_np1212_3043	K04043
contig_1036_np1212_3044	K03687
contig_1036_np1212_3080	K07393
contig_1036_np1212_3233	K08303
contig_1036_np1212_3540	K03673
contig_1036_np1212_3770	K03772,K03773
contig_1036_np1212_3848	K07394
contig_1036_np1212_3859	K03695
contig_1036_np1212_3877	K04485
contig_1036_np1212_3311	K00982
contig_1036_np1212_76	K07340
contig_1036_np1212_781	K04773
contig_1036_np1212_829	K01358
contig_1036_np1212_1826	K04774
contig_1036_np1212_111	K02032
contig_1036_np1212_112	K02031
contig_1036_np1212_113	K02034
contig_1036_np1212_114	K02033
contig_1036_np1212_115	K02033
contig_1036_np1212_126	K09971
contig_1036_np1212_152	K01011
contig_1036_np1212_240	K02439
contig_1036_np1212_242	K06195
contig_1036_np1212_329	K02014
contig_1036_np1212_357	K02031,K02032
contig_1036_np1212_358	K15582
contig_1036_np1212_370	K10823,K13896,K15583
contig_1036_np1212_371	K02034,K13895
contig_1036_np1212_372	K13894
contig_1036_np1212_373	K13894
contig_1036_np1212_397	K17686
contig_1036_np1212_445	K05776
contig_1036_np1212_480	K06193
contig_1036_np1212_513	K11071
contig_1036_np1212_541	K11179
contig_1036_np1212_542	K07237
contig_1036_np1212_543	K07236
contig_1036_np1212_544	K07235
contig_1036_np1212_637	K11076
contig_1036_np1212_638	K11075
contig_1036_np1212_639	K11074
contig_1036_np1212_764	K13283
contig_1036_np1212_803	K03324
contig_1036_np1212_822	K05778
contig_1036_np1212_883	K05816
contig_1036_np1212_884	K05815
contig_1036_np1212_885	K05814
contig_1036_np1212_896	K10716
contig_1036_np1212_907	K02031,K02032
contig_1036_np1212_961	K07240
contig_1036_np1212_962	K07240
contig_1036_np1212_996	K06213
contig_1036_np1212_1007	K07301
contig_1036_np1212_1053	K02075,K11606,K11708,K11709
contig_1036_np1212_1054	K11605
contig_1036_np1212_1055	K02074,K11607
contig_1036_np1212_1056	K02077,K09815,K11604
contig_1036_np1212_1135	K02015
contig_1036_np1212_1136	K02016
contig_1036_np1212_1161	K07240
contig_1036_np1212_1204	K02007
contig_1036_np1212_1205	K02009
contig_1036_np1212_1264	K07234
contig_1036_np1212_1281	K03313
contig_1036_np1212_1282	K03313
contig_1036_np1212_1356	K02051
contig_1036_np1212_1357	K02050
contig_1036_np1212_1358	K02049
contig_1036_np1212_1359	K07234
contig_1036_np1212_1393	K10111
contig_1036_np1212_1399	K00537
contig_1036_np1212_1407	K01011
contig_1036_np1212_1465	K07223
contig_1036_np1212_1508	K02064
contig_1036_np1212_1509	K02063
contig_1036_np1212_1633	K03594
contig_1036_np1212_1634	K03594
contig_1036_np1212_1649	K02012
contig_1036_np1212_1689	K17324
contig_1036_np1212_1690	K17325
contig_1036_np1212_1691	K17322
contig_1036_np1212_1692	K17323
contig_1036_np1212_1715	K16087
contig_1036_np1212_1728	K03321
contig_1036_np1212_1736	K02012
contig_1036_np1212_1737	K02011
contig_1036_np1212_1754	K02006
contig_1036_np1212_1755	K02008
contig_1036_np1212_1828	K03314
contig_1036_np1212_1929	K02032,K10823
contig_1036_np1212_1930	K02031
contig_1036_np1212_1931	K02034
contig_1036_np1212_1932	K02034
contig_1036_np1212_1958	K02031,K02032
contig_1036_np1212_2149	K00955,K00956
contig_1036_np1212_2162	K07226
contig_1036_np1212_2206	K02200
contig_1036_np1212_2287	K01534
contig_1036_np1212_2295	K03455
contig_1036_np1212_2428	K02020
contig_1036_np1212_2429	K02018
contig_1036_np1212_2430	K02017
contig_1036_np1212_2453	K01533
contig_1036_np1212_2463	K07218
contig_1036_np1212_2479	K02044
contig_1036_np1212_2480	K02041
contig_1036_np1212_2481	K02042
contig_1036_np1212_2482	K02042
contig_1036_np1212_2596	K00479
contig_1036_np1212_2608	K02001
contig_1036_np1212_2764	K02031,K02032
contig_1036_np1212_2970	K02028,K09972
contig_1036_np1212_3034	K06189
contig_1036_np1212_3079	K03321
contig_1036_np1212_3186	K02042
contig_1036_np1212_3187	K02041
contig_1036_np1212_3188	K02044
contig_1036_np1212_3238	K03320
contig_1036_np1212_3297	K10023
contig_1036_np1212_3313	K07220
contig_1036_np1212_3314	K03306
contig_1036_np1212_3348	K09816
contig_1036_np1212_3349	K09817
contig_1036_np1212_3351	K09815
contig_1036_np1212_3356	K07231
contig_1036_np1212_3378	K03499
contig_1036_np1212_3379	K03498
contig_1036_np1212_3387	K17316
contig_1036_np1212_3388	K17317
contig_1036_np1212_3389	K10112
contig_1036_np1212_3499	K00380
contig_1036_np1212_3501	K07238
contig_1036_np1212_3508	K01077
contig_1036_np1212_3525	K02039
contig_1036_np1212_3526	K02036
contig_1036_np1212_3527	K02038
contig_1036_np1212_3528	K02037
contig_1036_np1212_3530	K02040
contig_1036_np1212_3556	K10823
contig_1036_np1212_3557	K15583
contig_1036_np1212_3558	K15582
contig_1036_np1212_3559	K15581
contig_1036_np1212_3561	K02016
contig_1036_np1212_3562	K02015
contig_1036_np1212_3601	K02033
contig_1036_np1212_3602	K02034
contig_1036_np1212_3603	K02031,K02032,K15583
contig_1036_np1212_3604	K02032,K10823
contig_1036_np1212_3627	K03782
contig_1036_np1212_3658	K02052
contig_1036_np1212_3660	K02054
contig_1036_np1212_3711	K07243
contig_1036_np1212_3742	K02033
contig_1036_np1212_3744	K02031,K02032,K13896,K19230
contig_1036_np1212_3868	K02217
contig_1036_np1212_3887	K02033
contig_1036_np1212_3897	K02015
contig_1036_np1212_3898	K02015
contig_1036_np1212_3899	K02016
contig_1036_np1212_3916	K16087
contig_1036_np1212_3917	K16087
contig_1036_np1212_3962	K15600
contig_1036_np1212_3963	K15599
contig_1036_np1212_3964	K15598
contig_1036_np1212_3972	K01082
contig_1036_np1212_4149	K16089
contig_1036_np1212_4150	K07225
contig_1036_np1212_4152	K02015
contig_1036_np1212_139	K00368
contig_1036_np1212_443	K00471
contig_1036_np1212_770	K02614
contig_1036_np1212_775	K02610
contig_1036_np1212_1008	K02065
contig_1036_np1212_1009	K02066
contig_1036_np1212_1010	K02067
contig_1036_np1212_1011	K07323
contig_1036_np1212_1074	K19222
contig_1036_np1212_1105	K01555
contig_1036_np1212_1293	K01468
contig_1036_np1212_1311	K00276
contig_1036_np1212_1684	K05782
contig_1036_np1212_2621	K00563
contig_1036_np1212_2858	K16329
contig_1036_np1212_3781	K02004
contig_1036_np1212_3782	K02003
contig_1036_np1212_4141	K00477
contig_1036_np1212_9	K03924
contig_1036_np1212_18	K20881
contig_1036_np1212_40	K08973
contig_1036_np1212_41	K03690
contig_1036_np1212_56	K03979
contig_1036_np1212_57	K03979
contig_1036_np1212_60	K03980
contig_1036_np1212_82	K07023
contig_1036_np1212_135	K07089
contig_1036_np1212_148	K09882
contig_1036_np1212_166	K09803
contig_1036_np1212_199	K06905
contig_1036_np1212_200	K06906
contig_1036_np1212_203	K06908
contig_1036_np1212_204	K06907
contig_1036_np1212_209	K06903
contig_1036_np1212_234	K09117
contig_1036_np1212_247	K07102
contig_1036_np1212_271	K00126
contig_1036_np1212_278	K01790,K03806,K06175
contig_1036_np1212_307	K09954
contig_1036_np1212_352	K06996
contig_1036_np1212_382	K01069
contig_1036_np1212_395	K06879
contig_1036_np1212_404	K09986
contig_1036_np1212_431	K06983
contig_1036_np1212_448	K03924
contig_1036_np1212_451	K07114
contig_1036_np1212_452	K07114
contig_1036_np1212_465	K22292
contig_1036_np1212_476	K08992
contig_1036_np1212_481	K09978
contig_1036_np1212_493	K02348
contig_1036_np1212_494	K07043
contig_1036_np1212_496	K09927
contig_1036_np1212_508	K05786
contig_1036_np1212_509	K07080
contig_1036_np1212_519	K06895
contig_1036_np1212_529	K03269
contig_1036_np1212_545	K19416
contig_1036_np1212_556	K08998
contig_1036_np1212_558	K06966
contig_1036_np1212_570	K07114
contig_1036_np1212_596	K11902
contig_1036_np1212_597	K11902
contig_1036_np1212_598	K11903
contig_1036_np1212_599	K11901
contig_1036_np1212_600	K11900
contig_1036_np1212_601	K11899
contig_1036_np1212_603	K11896
contig_1036_np1212_609	K11906
contig_1036_np1212_610	K11893
contig_1036_np1212_614	K01989
contig_1036_np1212_630	K15736
contig_1036_np1212_654	K07090,K11312
contig_1036_np1212_692	K01154,K07076
contig_1036_np1212_708	K03600
contig_1036_np1212_728	K06938
contig_1036_np1212_730	K09919
contig_1036_np1212_752	K01075
contig_1036_np1212_754	K07039
contig_1036_np1212_762	K06938
contig_1036_np1212_768	K02617,K08279
contig_1036_np1212_773	K02609
contig_1036_np1212_776	K02611
contig_1036_np1212_780	K01091
contig_1036_np1212_786	K09159
contig_1036_np1212_806	K03548
contig_1036_np1212_810	K00243
contig_1036_np1212_821	K05777
contig_1036_np1212_823	K05779
contig_1036_np1212_833	K09908
contig_1036_np1212_854	K07080
contig_1036_np1212_878	K09930
contig_1036_np1212_880	K15977
contig_1036_np1212_888	K07112
contig_1036_np1212_889	K07112
contig_1036_np1212_894	K08989
contig_1036_np1212_898	K09980
contig_1036_np1212_910	K09790
contig_1036_np1212_946	K09906
contig_1036_np1212_980	K03745
contig_1036_np1212_995	K09889
contig_1036_np1212_998	K06958
contig_1036_np1212_1002	K06861
contig_1036_np1212_1003	K09774
contig_1036_np1212_1005	K03270
contig_1036_np1212_1025	K01451
contig_1036_np1212_1040	K18850
contig_1036_np1212_1051	K01070
contig_1036_np1212_1052	K03976
contig_1036_np1212_1062	K07040
contig_1036_np1212_1069	K07082
contig_1036_np1212_1076	K06972
contig_1036_np1212_1078	K06916
contig_1036_np1212_1102	K07146
contig_1036_np1212_1124	K09912
contig_1036_np1212_1155	K00001
contig_1036_np1212_1177	K06991
contig_1036_np1212_1189	K11022
contig_1036_np1212_1195	K02069
contig_1036_np1212_1244	K07003
contig_1036_np1212_1255	K06987
contig_1036_np1212_1257	K07153
contig_1036_np1212_1278	K07113
contig_1036_np1212_1323	K03565
contig_1036_np1212_1334	K07007
contig_1036_np1212_1337	K14540
contig_1036_np1212_1344	K16044
contig_1036_np1212_1361	K09933
contig_1036_np1212_1368	K03558
contig_1036_np1212_1369	K03749
contig_1036_np1212_1379	K09858
contig_1036_np1212_1400	K03809
contig_1036_np1212_1403	K02426
contig_1036_np1212_1404	K06966
contig_1036_np1212_1409	K09861
contig_1036_np1212_1419	K05997,K13628
contig_1036_np1212_1422	K02426
contig_1036_np1212_1473	K07119
contig_1036_np1212_1477	K09788
contig_1036_np1212_1492	K00518
contig_1036_np1212_1504	K01075,K07107
contig_1036_np1212_1515	K07334
contig_1036_np1212_1538	K07127
contig_1036_np1212_1552	K04767,K07168,K07182
contig_1036_np1212_1558	K09975
contig_1036_np1212_1570	K03453,K14347
contig_1036_np1212_1599	K19158
contig_1036_np1212_1603	K09803
contig_1036_np1212_1606	K09124
contig_1036_np1212_1612	K19160
contig_1036_np1212_1617	K07154
contig_1036_np1212_1696	K06899
contig_1036_np1212_1697	K03742
contig_1036_np1212_1706	K07090
contig_1036_np1212_1714	K02471
contig_1036_np1212_1733	K07090
contig_1036_np1212_1747	K09862
contig_1036_np1212_1753	K09967
contig_1036_np1212_1766	K09791
contig_1036_np1212_1771	K09928
contig_1036_np1212_1786	K03795
contig_1036_np1212_1791	K02234
contig_1036_np1212_1804	K09767
contig_1036_np1212_1806	K00798
contig_1036_np1212_1815	K04765
contig_1036_np1212_1820	K03595
contig_1036_np1212_1841	K19157
contig_1036_np1212_1844	K09803
contig_1036_np1212_1848	K07334
contig_1036_np1212_1867	K07334
contig_1036_np1212_1868	K06883,K13730
contig_1036_np1212_1878	K09803
contig_1036_np1212_1908	K09160
contig_1036_np1212_1909	K09902
contig_1036_np1212_1912	K09747
contig_1036_np1212_1917	K15738
contig_1036_np1212_1950	K09989
contig_1036_np1212_1959	K01091
contig_1036_np1212_1974	K06886
contig_1036_np1212_1975	K06985
contig_1036_np1212_1998	K06950
contig_1036_np1212_2006	K07160
contig_1036_np1212_2015	K09803
contig_1036_np1212_2027	K07019
contig_1036_np1212_2096	K11904
contig_1036_np1212_2097	K11903
contig_1036_np1212_2098	K11891,K12210
contig_1036_np1212_2100	K11909
contig_1036_np1212_2104	K11893
contig_1036_np1212_2105	K11906
contig_1036_np1212_2107	K11895
contig_1036_np1212_2108	K11896
contig_1036_np1212_2110	K11900
contig_1036_np1212_2111	K11901
contig_1036_np1212_2115	K11901
contig_1036_np1212_2134	K07080
contig_1036_np1212_2140	K05805
contig_1036_np1212_2147	K07090
contig_1036_np1212_2166	K09798
contig_1036_np1212_2185	K13566
contig_1036_np1212_2202	K09898
contig_1036_np1212_2222	K06891
contig_1036_np1212_2230	K07006
contig_1036_np1212_2241	K02057
contig_1036_np1212_2242	K02057
contig_1036_np1212_2243	K02056
contig_1036_np1212_2244	K07335
contig_1036_np1212_2251	K01481
contig_1036_np1212_2258	K11720
contig_1036_np1212_2259	K07091
contig_1036_np1212_2263	K07043
contig_1036_np1212_2280	K06938
contig_1036_np1212_2306	K09748
contig_1036_np1212_2385	K09768
contig_1036_np1212_2386	K00661
contig_1036_np1212_2419	K09916
contig_1036_np1212_2420	K02441
contig_1036_np1212_2424	K15723
contig_1036_np1212_2439	K09988
contig_1036_np1212_2447	K07020
contig_1036_np1212_2452	K09926
contig_1036_np1212_2455	K09792
contig_1036_np1212_2461	K19341
contig_1036_np1212_2494	K07152
contig_1036_np1212_2495	K09796
contig_1036_np1212_2499	K09937
contig_1036_np1212_2502	K03665
contig_1036_np1212_2507	K06925
contig_1036_np1212_2510	K06949
contig_1036_np1212_2515	K07053
contig_1036_np1212_2526	K01175
contig_1036_np1212_2541	K06206
contig_1036_np1212_2556	K13683
contig_1036_np1212_2600	K01426,K01455,K18540
contig_1036_np1212_2644	K15784
contig_1036_np1212_2664	K07028
contig_1036_np1212_2668	K08974
contig_1036_np1212_2670	K03787
contig_1036_np1212_2694	K09948
contig_1036_np1212_2695	K09860
contig_1036_np1212_2700	K09801
contig_1036_np1212_2702	K03308
contig_1036_np1212_2757	K19166
contig_1036_np1212_2759	K01720
contig_1036_np1212_2777	K06973
contig_1036_np1212_2780	K06996
contig_1036_np1212_2797	K07793
contig_1036_np1212_2847	K06999
contig_1036_np1212_2861	K09158
contig_1036_np1212_2876	K07000
contig_1036_np1212_2877	K03651
contig_1036_np1212_2878	K09920
contig_1036_np1212_2904	K00459
contig_1036_np1212_2964	K09974
contig_1036_np1212_3004	K09005
contig_1036_np1212_3078	K17218
contig_1036_np1212_3081	K06911
contig_1036_np1212_3136	K09803
contig_1036_np1212_3177	K03970
contig_1036_np1212_3184	K06894
contig_1036_np1212_3190	K07334
contig_1036_np1212_3202	K11212
contig_1036_np1212_3204	K12234
contig_1036_np1212_3205	K06988
contig_1036_np1212_3212	K20862
contig_1036_np1212_3214	K09921
contig_1036_np1212_3261	K07080
contig_1036_np1212_3279	K19092
contig_1036_np1212_3284	K09984
contig_1036_np1212_3309	K06991
contig_1036_np1212_3312	K18446
contig_1036_np1212_3337	K14393
contig_1036_np1212_3344	K07070
contig_1036_np1212_3352	K09947
contig_1036_np1212_3353	K07338
contig_1036_np1212_3359	K09009
contig_1036_np1212_3396	K02058
contig_1036_np1212_3399	K02057
contig_1036_np1212_3400	K02057
contig_1036_np1212_3401	K02056
contig_1036_np1212_3430	K19158
contig_1036_np1212_3456	K21948,K22129
contig_1036_np1212_3493	K07090
contig_1036_np1212_3512	K09891
contig_1036_np1212_3522	K09941
contig_1036_np1212_3543	K03688
contig_1036_np1212_3553	K07334
contig_1036_np1212_3572	K07088
contig_1036_np1212_3605	K12941,K21613
contig_1036_np1212_3614	K09950
contig_1036_np1212_3631	K18555
contig_1036_np1212_3638	K09962
contig_1036_np1212_3640	K09962
contig_1036_np1212_3645	K07794
contig_1036_np1212_3646	K07793
contig_1036_np1212_3679	K01431
contig_1036_np1212_3686	K02221
contig_1036_np1212_3700	K06997
contig_1036_np1212_3710	K08997
contig_1036_np1212_3714	K03924
contig_1036_np1212_3755	K09962
contig_1036_np1212_3768	K06158
contig_1036_np1212_3813	K07334
contig_1036_np1212_3825	K03523
contig_1036_np1212_3829	K06967
contig_1036_np1212_3832	K07080
contig_1036_np1212_3838	K15383
contig_1036_np1212_3856	K05810
contig_1036_np1212_3861	K07115
contig_1036_np1212_3892	K00981
contig_1036_np1212_3901	K07088
contig_1036_np1212_3902	K18982
contig_1036_np1212_3958	K09794
contig_1036_np1212_3984	K15539
contig_1036_np1212_3988	K03977
contig_1036_np1212_4004	K07137
contig_1036_np1212_4006	K02057
contig_1036_np1212_4008	K02057
contig_1036_np1212_4009	K02056
contig_1036_np1212_4035	K21700
contig_1036_np1212_4083	K09895
contig_1036_np1212_4097	K09936
contig_1036_np1212_4110	K09799
contig_1036_np1212_4132	K07795
contig_1036_np1212_4133	K07794
contig_1036_np1212_4134	K07793
contig_1036_np1212_129	K07315
contig_1036_np1212_241	K01525
contig_1036_np1212_269	K07678
contig_1036_np1212_308	K07715
contig_1036_np1212_320	K03406
contig_1036_np1212_467	K13590
contig_1036_np1212_521	K07639
contig_1036_np1212_522	K07661
contig_1036_np1212_572	K03413
contig_1036_np1212_573	K03407
contig_1036_np1212_790	K03597
contig_1036_np1212_791	K03803
contig_1036_np1212_837	K03413
contig_1036_np1212_840	K00548
contig_1036_np1212_874	K08296
contig_1036_np1212_1042	K21020
contig_1036_np1212_1080	K10716
contig_1036_np1212_1082	K21021
contig_1036_np1212_1099	K12685
contig_1036_np1212_1220	K05527
contig_1036_np1212_1442	K03413
contig_1036_np1212_1469	K20956
contig_1036_np1212_1494	K03407
contig_1036_np1212_1596	K21023
contig_1036_np1212_1619	K21023
contig_1036_np1212_1674	K07184
contig_1036_np1212_1716	K13590
contig_1036_np1212_1760	K03406
contig_1036_np1212_1850	K18219
contig_1036_np1212_1916	K06149
contig_1036_np1212_1951	K21023
contig_1036_np1212_2106	K11894
contig_1036_np1212_2180	K07712
contig_1036_np1212_2181	K07708
contig_1036_np1212_2183	K06207
contig_1036_np1212_2198	K20975
contig_1036_np1212_2347	K03415
contig_1036_np1212_2445	K03607
contig_1036_np1212_2477	K08475,K10125
contig_1036_np1212_2478	K10126
contig_1036_np1212_2517	K05527,K09780
contig_1036_np1212_2542	K06204
contig_1036_np1212_2578	K03563
contig_1036_np1212_2924	K03406
contig_1036_np1212_3032	K06217
contig_1036_np1212_3067	K08484
contig_1036_np1212_3070	K02476,K07701,K11614
contig_1036_np1212_3168	K08968
contig_1036_np1212_3192	K07636
contig_1036_np1212_3240	K02484
contig_1036_np1212_3265	K12257
contig_1036_np1212_3317	K03413
contig_1036_np1212_3320	K07637
contig_1036_np1212_3321	K02483,K07660,K07666
contig_1036_np1212_3334	K07182
contig_1036_np1212_3473	K02483
contig_1036_np1212_3516	K07636
contig_1036_np1212_3517	K07657
contig_1036_np1212_3542	K13590
contig_1036_np1212_3642	K07649
contig_1036_np1212_3704	K10125
contig_1036_np1212_3705	K10126
contig_1036_np1212_3930	K03413
contig_1036_np1212_3938	K10942
contig_1036_np1212_3939	K10943
contig_1036_np1212_4041	K13243
contig_1036_np1212_4049	K02482
contig_1036_np1212_4050	K02481,K02667
contig_1036_np1212_4053	K03406
contig_1036_np1212_4063	K21025
contig_1036_np1212_427	K15125
contig_1036_np1212_905	K12369
contig_1036_np1212_925	K05595
contig_1036_np1212_1279	K09125
