#Host
RPACG00000000026.1	K12478
AFOC01000042.1_18	K01627
AFOC01000042.1_19	K01937
AFOC01000042.1_20	K01937
AFOC01000042.1_22	K01420
AFOC01000042.1_23	K02342,K14159
AFOC01000042.1_24	K03469
AFOC01000042.1_26	K08307
AFOC01000041.1_1	K01866
AFOC01000041.1_3	K09001
AFOC01000041.1_4	K15724
AFOC01000041.1_7	K00145
AFOC01000041.1_10	K15724
AFOC01000041.1_12	K00941
AFOC01000041.1_13	K00788
AFOC01000041.1_14	K01845
AFOC01000041.1_15	K03975
AFOC01000041.1_20	K03186
AFOC01000041.1_21	K02558
AFOC01000041.1_24	K03820
AFOC01000041.1_25	K03820
AFOC01000041.1_26	K06189
AFOC01000041.1_27	K07042
AFOC01000041.1_28	K06217
AFOC01000041.1_29	K06168
AFOC01000041.1_30	K00523
AFOC01000041.1_31	K00942
AFOC01000040.1_2	K03593
AFOC01000040.1_4	K21024
AFOC01000040.1_5	K01494
AFOC01000040.1_7	K11175
AFOC01000040.1_8	K01933
AFOC01000040.1_9	K09938
AFOC01000040.1_10	K08744
AFOC01000040.1_11	K10763
AFOC01000040.1_12	K03809
AFOC01000040.1_13	K00537
AFOC01000040.1_14	K07058
AFOC01000040.1_19	K18901
AFOC01000040.1_20	K01512
AFOC01000040.1_22	K06206
AFOC01000040.1_23	K03651
AFOC01000040.1_27	K03317
AFOC01000040.1_29	K01716
AFOC01000039.1_2	K01962
AFOC01000039.1_3	K04075
AFOC01000039.1_7	K09930
AFOC01000039.1_8	K05838
AFOC01000039.1_9	K03672
AFOC01000039.1_10	K01956
AFOC01000039.1_11	K01955
AFOC01000039.1_12	K03624
AFOC01000039.1_13	K07574
AFOC01000039.1_14	K02427
AFOC01000039.1_15	K03798
AFOC01000039.1_16	K00796
AFOC01000039.1_17	K03431
AFOC01000039.1_18	K01803
AFOC01000039.1_19	K03075
AFOC01000039.1_20	K00330
AFOC01000039.1_21	K00331
AFOC01000039.1_22	K00332
AFOC01000039.1_23	K00333,K13378
AFOC01000039.1_24	K00334
AFOC01000039.1_25	K00335
AFOC01000039.1_26	K00336
AFOC01000039.1_27	K00337
AFOC01000039.1_28	K00338
AFOC01000039.1_29	K00339
AFOC01000039.1_30	K00340
AFOC01000039.1_31	K00341,K05559
AFOC01000039.1_32	K00342
AFOC01000038.1_1	K02164,K02276
AFOC01000038.1_3	K04748
AFOC01000038.1_6	K02448
AFOC01000038.1_11	K00147
AFOC01000038.1_12	K00969
AFOC01000038.1_13	K09710
AFOC01000038.1_15	K02653
AFOC01000038.1_17	K02450
AFOC01000038.1_19	K12282
AFOC01000038.1_25	K00901
AFOC01000038.1_26	K00548
AFOC01000038.1_27	K00548
AFOC01000038.1_30	K07304
AFOC01000037.1_1	K07012
AFOC01000037.1_2	K00325
AFOC01000037.1_3	K00324
AFOC01000037.1_4	K00324
AFOC01000037.1_6	K01665
AFOC01000037.1_7	K01939
AFOC01000037.1_8	K02502
AFOC01000037.1_10	K04087
AFOC01000037.1_11	K04088
AFOC01000037.1_12	K03665
AFOC01000037.1_13	K03666
AFOC01000037.1_14	K00791
AFOC01000037.1_15	K03572
AFOC01000037.1_16	K01448
AFOC01000037.1_17	K06925
AFOC01000037.1_18	K17758,K17759
AFOC01000037.1_19	K18979
AFOC01000037.1_21	K13288
AFOC01000037.1_22	K06013
AFOC01000037.1_24	K06949
AFOC01000037.1_25	K07637
AFOC01000037.1_26	K07660
AFOC01000037.1_29	K07089
AFOC01000037.1_31	K10764
AFOC01000036.1_3	K01881
AFOC01000036.1_8	K01652
AFOC01000036.1_9	K01653
AFOC01000036.1_10	K00053
AFOC01000036.1_16	K02482
AFOC01000036.1_20	K02044
AFOC01000036.1_25	K00163
AFOC01000036.1_26	K00627
AFOC01000036.1_27	K00382
AFOC01000036.1_28	K01175
AFOC01000036.1_29	K13924
AFOC01000035.1_3	K07126
AFOC01000035.1_18	K12340
AFOC01000035.1_19	K01736
AFOC01000035.1_20	K05820
AFOC01000035.1_21	K11068
AFOC01000035.1_23	K01703
AFOC01000035.1_24	K01704
AFOC01000034.1_1	K02031,K02032,K13896
AFOC01000034.1_3	K02034,K15582
AFOC01000034.1_4	K02033
AFOC01000034.1_7	K00208
AFOC01000034.1_10	K01101,K02566
AFOC01000034.1_11	K01092
AFOC01000034.1_15	K01129
AFOC01000034.1_19	K05802,K22051
AFOC01000034.1_20	K01317
AFOC01000033.1_2	K00368
AFOC01000033.1_7	K01586
AFOC01000033.1_14	K08365
AFOC01000033.1_15	K00520
AFOC01000033.1_16	K19058
AFOC01000033.1_17	K08364
AFOC01000033.1_18	K08363
AFOC01000033.1_19	K07213
AFOC01000033.1_23	K03892
AFOC01000033.1_25	K00134
AFOC01000033.1_28	K07089
AFOC01000033.1_36	K06218
AFOC01000033.1_38	K07709
AFOC01000032.1_1	K01153
AFOC01000032.1_2	K03086
AFOC01000032.1_3	K02316
AFOC01000032.1_4	K09117
AFOC01000032.1_5	K02970
AFOC01000032.1_6	K01409
AFOC01000032.1_7	K08591
AFOC01000032.1_8	K01633
AFOC01000032.1_9	K00950
AFOC01000032.1_11	K00951
AFOC01000032.1_12	K00939
AFOC01000032.1_13	K06941
AFOC01000032.1_14	K02656
AFOC01000032.1_15	K15539
AFOC01000032.1_16	K01892
AFOC01000032.1_18	K17713
AFOC01000032.1_19	K03977
AFOC01000032.1_20	K03977
AFOC01000032.1_21	K01081,K07004
AFOC01000032.1_22	K03716
AFOC01000032.1_23	K03716
AFOC01000032.1_24	K03307,K11928
AFOC01000032.1_25	K01079
AFOC01000032.1_26	K04757
AFOC01000032.1_27	K04749
AFOC01000032.1_28	K02065
AFOC01000032.1_29	K02066
AFOC01000032.1_30	K02067
AFOC01000032.1_31	K07323
AFOC01000032.1_32	K06153
AFOC01000032.1_33	K01784,K12448
AFOC01000032.1_34	K12263
AFOC01000032.1_35	K22468
AFOC01000032.1_36	K20370
AFOC01000031.1_6	K02528
AFOC01000031.1_7	K04750
AFOC01000031.1_8	K01338,K08675
AFOC01000031.1_9	K07234
AFOC01000031.1_11	K03111
AFOC01000031.1_13	K03701
AFOC01000031.1_16	K02879
AFOC01000031.1_17	K03040
AFOC01000031.1_18	K02986
AFOC01000031.1_19	K02948
AFOC01000031.1_20	K02952
AFOC01000031.1_21	K02919
AFOC01000031.1_22	K03076
AFOC01000031.1_23	K02876
AFOC01000031.1_24	K02907
AFOC01000031.1_25	K02988
AFOC01000031.1_26	K02881
AFOC01000031.1_27	K02933
AFOC01000031.1_28	K02994
AFOC01000031.1_29	K02954
AFOC01000031.1_30	K02931
AFOC01000031.1_31	K02895
AFOC01000031.1_32	K02874
AFOC01000031.1_33	K02961
AFOC01000031.1_34	K02904
AFOC01000031.1_35	K02878
AFOC01000031.1_36	K02982
AFOC01000031.1_37	K02890
AFOC01000031.1_38	K02965
AFOC01000031.1_39	K02886
AFOC01000031.1_40	K02892
AFOC01000031.1_41	K02926
AFOC01000031.1_42	K02906
AFOC01000031.1_43	K02946
AFOC01000030.1_6	K03574
AFOC01000030.1_7	K00620
AFOC01000030.1_8	K03070
AFOC01000030.1_11	K02535
AFOC01000030.1_12	K03531
AFOC01000030.1_13	K03590
AFOC01000030.1_14	K03589
AFOC01000030.1_15	K01921
AFOC01000030.1_16	K00075
AFOC01000030.1_18	K01924
AFOC01000030.1_19	K02563
AFOC01000030.1_20	K03588
AFOC01000030.1_21	K01925
AFOC01000030.1_22	K01000
AFOC01000030.1_23	K01929
AFOC01000030.1_24	K01928
AFOC01000030.1_25	K03587
AFOC01000030.1_26	K03586
AFOC01000030.1_27	K03438
AFOC01000030.1_28	K03925
AFOC01000030.1_31	K13993
AFOC01000030.1_32	K07056
AFOC01000029.1_1	K05591
AFOC01000029.1_7	K01952
AFOC01000029.1_8	K07497
AFOC01000029.1_10	K01179
AFOC01000029.1_14	K17686
AFOC01000029.1_16	K02503
AFOC01000029.1_17	K06187
AFOC01000029.1_18	K09747
AFOC01000029.1_19	K02343
AFOC01000029.1_21	K00600
AFOC01000029.1_22	K07738
AFOC01000029.1_23	K01498,K11752
AFOC01000029.1_24	K00793
AFOC01000028.1_2	K01056
AFOC01000028.1_6	K02003
AFOC01000028.1_8	K03147
AFOC01000028.1_9	K00573
AFOC01000028.1_11	K02527
AFOC01000028.1_14	K03272,K21344
AFOC01000028.1_15	K11085
AFOC01000028.1_16	K02849
AFOC01000028.1_17	K02849
AFOC01000028.1_19	K12984
AFOC01000028.1_21	K02841
AFOC01000028.1_22	K02843
AFOC01000028.1_24	K00826
AFOC01000028.1_25	K00826
AFOC01000028.1_26	K00982
AFOC01000028.1_27	K00982
AFOC01000028.1_28	K00982
AFOC01000028.1_32	K04077
AFOC01000028.1_33	K04077
AFOC01000028.1_34	K04078
AFOC01000028.1_35	K02016
AFOC01000028.1_36	K02015
AFOC01000028.1_37	K02013
AFOC01000027.1_1	K02523
AFOC01000027.1_2	K01181
AFOC01000027.1_3	K11005,K11029
AFOC01000027.1_6	K05939
AFOC01000027.1_7	K01462
AFOC01000027.1_8	K03567
AFOC01000027.1_9	K05810
AFOC01000027.1_10	K06180
AFOC01000027.1_11	K05807
AFOC01000027.1_12	K04751
AFOC01000027.1_13	K01916,K01950
AFOC01000027.1_14	K06950
AFOC01000027.1_15	K02668
AFOC01000027.1_16	K02481,K02667
AFOC01000027.1_18	K02650
AFOC01000027.1_19	K02650
AFOC01000027.1_20	K02652
AFOC01000027.1_21	K02653
AFOC01000027.1_22	K02464,K02654
AFOC01000027.1_23	K00859
AFOC01000027.1_25	K03695
AFOC01000027.1_26	K03695
AFOC01000027.1_27	K21563
AFOC01000027.1_31	K01687
AFOC01000026.1_1	K07287
AFOC01000026.1_2	K01714
AFOC01000026.1_4	K03567
AFOC01000026.1_5	K03564
AFOC01000026.1_6	K07175
AFOC01000026.1_8	K21025
AFOC01000026.1_9	K01420
AFOC01000026.1_11	K03548
AFOC01000026.1_14	K03413
AFOC01000026.1_17	K06076
AFOC01000026.1_19	K04085
AFOC01000026.1_21	K02302,K02303
AFOC01000026.1_23	K07684
AFOC01000026.1_24	K07673
AFOC01000026.1_25	K00974
AFOC01000026.1_26	K06147
AFOC01000026.1_30	K17218
AFOC01000026.1_35	K07003
AFOC01000025.1_1	K00648
AFOC01000025.1_2	K00645
AFOC01000025.1_3	K00059
AFOC01000025.1_4	K02078
AFOC01000025.1_5	K09458
AFOC01000025.1_6	K02619
AFOC01000025.1_7	K07082
AFOC01000025.1_8	K00943
AFOC01000025.1_9	K02341
AFOC01000025.1_10	K02676
AFOC01000025.1_11	K03424
AFOC01000025.1_12	K01897
AFOC01000025.1_13	K01782
AFOC01000025.1_14	K00626,K00632
AFOC01000025.1_15	K06445
AFOC01000025.1_16	K06445
AFOC01000025.1_18	K04654
AFOC01000025.1_19	K04652
AFOC01000025.1_20	K04652
AFOC01000025.1_21	K04651
AFOC01000025.1_22	K04653
AFOC01000025.1_23	K03605
AFOC01000025.1_24	K03618
AFOC01000025.1_25	K06282
AFOC01000025.1_27	K21834
AFOC01000025.1_28	K05922,K06281
AFOC01000025.1_31	K01647
AFOC01000025.1_32	K00027,K00029
AFOC01000025.1_33	K00027,K00029
AFOC01000025.1_34	K00241
AFOC01000025.1_35	K00242
AFOC01000025.1_36	K00239
AFOC01000025.1_37	K00240
AFOC01000025.1_38	K03455
AFOC01000025.1_41	K07114
AFOC01000024.1_1	K00768
AFOC01000024.1_2	K02231
AFOC01000024.1_3	K02232
AFOC01000024.1_4	K19221
AFOC01000024.1_5	K16092
AFOC01000024.1_8	K14652
AFOC01000024.1_9	K00794
AFOC01000024.1_10	K03625
AFOC01000024.1_11	K00946
AFOC01000024.1_12	K01095
AFOC01000024.1_14	K06985
AFOC01000024.1_15	K09007
AFOC01000024.1_16	K00795,K13789
AFOC01000024.1_17	K03602
AFOC01000024.1_18	K02622
AFOC01000024.1_20	K07152
AFOC01000024.1_22	K01524
AFOC01000024.1_26	K13821
AFOC01000024.1_30	K02005,K13888
AFOC01000024.1_32	K09812
AFOC01000024.1_33	K00036
AFOC01000024.1_34	K01057
AFOC01000024.1_35	K01057
AFOC01000024.1_36	K00033
AFOC01000024.1_37	K03498
AFOC01000024.1_39	K02517,K02560,K12974
AFOC01000023.1_1	K01872
AFOC01000022.1_1	K02666
AFOC01000022.1_4	K02462
AFOC01000022.1_5	K02461
AFOC01000022.1_6	K02460
AFOC01000022.1_7	K02459
AFOC01000022.1_8	K02458
AFOC01000022.1_10	K02456
AFOC01000022.1_12	K02481
AFOC01000022.1_15	K01991
AFOC01000022.1_16	K08252
AFOC01000022.1_18	K01791,K13019
AFOC01000022.1_20	K01885
AFOC01000022.1_21	K01886
AFOC01000022.1_23	K03558
AFOC01000022.1_24	K00764
AFOC01000022.1_26	K02556
AFOC01000022.1_27	K02557
AFOC01000022.1_30	K01876
AFOC01000022.1_31	K03320
AFOC01000021.1_4	K07491
AFOC01000021.1_5	K01338
AFOC01000021.1_14	K12056
AFOC01000021.1_16	K12057
AFOC01000021.1_17	K12058
AFOC01000021.1_18	K12059
AFOC01000021.1_19	K12060
AFOC01000021.1_20	K06900
AFOC01000021.1_23	K12061
AFOC01000021.1_26	K12063
AFOC01000021.1_32	K12068
AFOC01000021.1_34	K03286
AFOC01000020.1_1	K03321
AFOC01000020.1_4	K00855
AFOC01000020.1_6	K09768
AFOC01000020.1_10	K01069
AFOC01000020.1_11	K01662
AFOC01000020.1_12	K21703,K21711
AFOC01000020.1_13	K01601
AFOC01000020.1_16	K06193
AFOC01000020.1_17	K11473
AFOC01000020.1_18	K11472
AFOC01000020.1_19	K00104
AFOC01000020.1_20	K04748
AFOC01000020.1_22	K01626
AFOC01000020.1_23	K21025
AFOC01000020.1_27	K21309
AFOC01000020.1_28	K00184,K21308
AFOC01000020.1_29	K08352,K08357,K21307
AFOC01000020.1_30	K07793
AFOC01000020.1_32	K02276
AFOC01000019.1_1	K00942
AFOC01000019.1_5	K20074
AFOC01000019.1_6	K00989
AFOC01000019.1_7	K02428
AFOC01000019.1_12	K06966
AFOC01000019.1_13	K00020,K00042
AFOC01000019.1_14	K03656,K03657
AFOC01000019.1_18	K08234
AFOC01000019.1_19	K11179
AFOC01000019.1_21	K05805
AFOC01000019.1_23	K13590
AFOC01000019.1_28	K09796
AFOC01000019.1_31	K03580
AFOC01000019.1_32	K06183
AFOC01000019.1_33	K07003
AFOC01000019.1_36	K00012
AFOC01000019.1_37	K00012
AFOC01000019.1_38	K02492
AFOC01000019.1_39	K02835
AFOC01000019.1_40	K02493
AFOC01000018.1_1	K04567
AFOC01000018.1_2	K02836
AFOC01000018.1_6	K01243
AFOC01000018.1_11	K02119
AFOC01000018.1_12	K02123
AFOC01000018.1_13	K02124
AFOC01000018.1_15	K02121
AFOC01000018.1_19	K02120
AFOC01000018.1_20	K21025
AFOC01000018.1_22	K06147,K06148
AFOC01000018.1_23	K03406
AFOC01000018.1_25	K21218
AFOC01000018.1_26	K11720
AFOC01000018.1_27	K07091
AFOC01000018.1_28	K01255
AFOC01000018.1_29	K02339
AFOC01000018.1_31	K09705
AFOC01000018.1_32	K13014
AFOC01000018.1_33	K08303
AFOC01000017.1_2	K10563
AFOC01000017.1_3	K10563
AFOC01000017.1_6	K01992
AFOC01000017.1_7	K01990
AFOC01000017.1_8	K01473
AFOC01000017.1_11	K02913
AFOC01000017.1_12	K02902
AFOC01000017.1_13	K03630
AFOC01000017.1_14	K13038
AFOC01000017.1_15	K01840,K15778
AFOC01000017.1_16	K00930,K22478
AFOC01000017.1_17	K05501
AFOC01000017.1_20	K00762
AFOC01000017.1_21	K08218
AFOC01000017.1_22	K09792
AFOC01000017.1_25	K09131
AFOC01000017.1_26	K02221
AFOC01000017.1_27	K00286
AFOC01000017.1_28	K06997
AFOC01000017.1_29	K02669
AFOC01000017.1_30	K02670
AFOC01000017.1_32	K06867
AFOC01000017.1_34	K03583
AFOC01000017.1_35	K03582
AFOC01000017.1_36	K03581
AFOC01000017.1_37	K03581
AFOC01000017.1_38	K03153
AFOC01000017.1_39	K08084
AFOC01000017.1_40	K02671
AFOC01000017.1_41	K02672
AFOC01000016.1_1	K04758
AFOC01000016.1_2	K04759
AFOC01000016.1_3	K04759
AFOC01000016.1_5	K03591
AFOC01000016.1_6	K01887
AFOC01000016.1_7	K03406
AFOC01000016.1_9	K03406
AFOC01000016.1_10	K04066
AFOC01000016.1_12	K00783
AFOC01000016.1_13	K06287
AFOC01000016.1_14	K08301
AFOC01000016.1_17	K01501,K11206
AFOC01000016.1_18	K03568
AFOC01000016.1_19	K03592
AFOC01000016.1_21	K06213
AFOC01000016.1_22	K06213
AFOC01000016.1_23	K08483
AFOC01000016.1_24	K08483
AFOC01000016.1_25	K08485,K11189
AFOC01000016.1_26	K02793,K02794
AFOC01000016.1_27	K06958
AFOC01000016.1_28	K06023
AFOC01000016.1_29	K02806
AFOC01000016.1_30	K05808
AFOC01000016.1_31	K03092
AFOC01000016.1_32	K06861
AFOC01000016.1_33	K09774
AFOC01000016.1_34	K11719
AFOC01000016.1_35	K03270
AFOC01000016.1_36	K06041
AFOC01000016.1_37	K07301
AFOC01000016.1_38	K02871
AFOC01000016.1_39	K02996
AFOC01000016.1_41	K01807
AFOC01000016.1_42	K01754
AFOC01000015.1_1	K01990
AFOC01000015.1_2	K01992
AFOC01000015.1_4	K00979
AFOC01000015.1_5	K09791
AFOC01000015.1_6	K00912
AFOC01000015.1_7	K03559
AFOC01000015.1_8	K03561
AFOC01000015.1_9	K02238
AFOC01000015.1_10	K09928
AFOC01000015.1_11	K09810
AFOC01000015.1_12	K09808
AFOC01000015.1_14	K10536
AFOC01000015.1_15	K12251
AFOC01000015.1_19	K03639
AFOC01000015.1_20	K02569,K03532
AFOC01000015.1_21	K02568
AFOC01000015.1_22	K02574
AFOC01000015.1_23	K02573
AFOC01000015.1_24	K02567
AFOC01000015.1_25	K02567
AFOC01000015.1_26	K02570
AFOC01000015.1_28	K07684
AFOC01000015.1_29	K07673,K07674
AFOC01000015.1_31	K21563
AFOC01000015.1_33	K02193
AFOC01000015.1_34	K02194
AFOC01000015.1_35	K02195
AFOC01000015.1_36	K02196
AFOC01000015.1_37	K02197
AFOC01000015.1_38	K02198
AFOC01000015.1_39	K02199
AFOC01000015.1_40	K02200
AFOC01000015.1_41	K02200
AFOC01000015.1_47	K03723
AFOC01000014.1_2	K02673
AFOC01000014.1_3	K02674
AFOC01000014.1_4	K02674
AFOC01000014.1_6	K02655
AFOC01000014.1_7	K17230
AFOC01000014.1_8	K00344
AFOC01000014.1_9	K00344
AFOC01000014.1_10	K01676
AFOC01000014.1_11	K01676
AFOC01000014.1_12	K00658
AFOC01000014.1_13	K00164
AFOC01000014.1_19	K03088
AFOC01000014.1_23	K08481
AFOC01000014.1_26	K11959
AFOC01000014.1_27	K21023
AFOC01000014.1_28	K01940
AFOC01000014.1_31	K01814
AFOC01000014.1_32	K01772
AFOC01000014.1_40	K17103
AFOC01000014.1_42	K01649
AFOC01000014.1_43	K21929
AFOC01000014.1_44	K03789
AFOC01000014.1_45	K02837
AFOC01000013.1_2	K02419
AFOC01000013.1_3	K02420
AFOC01000013.1_4	K02421
AFOC01000013.1_5	K02401
AFOC01000013.1_6	K02400
AFOC01000013.1_7	K02404
AFOC01000013.1_8	K04562
AFOC01000013.1_9	K02405
AFOC01000013.1_10	K03413
AFOC01000013.1_11	K03414
AFOC01000013.1_12	K03407
AFOC01000013.1_14	K02556
AFOC01000013.1_15	K02557
AFOC01000013.1_16	K03496
AFOC01000013.1_17	K03408
AFOC01000013.1_18	K03408
AFOC01000013.1_21	K17227
AFOC01000013.1_22	K17226
AFOC01000013.1_24	K03775
AFOC01000013.1_29	K07090
AFOC01000013.1_32	K11179
AFOC01000013.1_36	K11180
AFOC01000013.1_37	K11181
AFOC01000013.1_38	K07235
AFOC01000013.1_39	K07236
AFOC01000013.1_40	K07237
AFOC01000013.1_41	K11179
AFOC01000013.1_47	K00184
AFOC01000013.1_48	K00185
AFOC01000013.1_49	K02224
AFOC01000013.1_50	K02224
AFOC01000013.1_51	K13628
AFOC01000013.1_54	K04762
AFOC01000013.1_55	K03676
AFOC01000013.1_56	K01256
AFOC01000013.1_57	K03794
AFOC01000012.1_1	K07645
AFOC01000012.1_2	K07645
AFOC01000012.1_4	K07666
AFOC01000012.1_5	K09773
AFOC01000012.1_8	K07675
AFOC01000012.1_9	K07689
AFOC01000012.1_14	K05297
AFOC01000012.1_19	K03406
AFOC01000012.1_21	K01007
AFOC01000012.1_23	K03617
AFOC01000012.1_24	K03613
AFOC01000012.1_25	K03612
AFOC01000012.1_26	K03614
AFOC01000012.1_27	K03615
AFOC01000012.1_28	K03737
AFOC01000012.1_29	K03616
AFOC01000012.1_31	K07481
AFOC01000012.1_32	K07481
AFOC01000012.1_33	K06287
AFOC01000012.1_35	K01571
AFOC01000012.1_36	K01572
AFOC01000012.1_37	K07040
AFOC01000012.1_38	K02911
AFOC01000012.1_39	K03621
AFOC01000012.1_40	K00648
AFOC01000011.1_1	K07397
AFOC01000011.1_2	K10914
AFOC01000011.1_3	K01609
AFOC01000011.1_5	K07461
AFOC01000011.1_6	K00766
AFOC01000011.1_10	K01658,K01664
AFOC01000011.1_11	K01657
AFOC01000011.1_12	K01091
AFOC01000011.1_13	K01783
AFOC01000011.1_17	K05801
AFOC01000011.1_24	K00846,K18478
AFOC01000011.1_29	K00681
AFOC01000011.1_31	K06985
AFOC01000011.1_34	K02448
AFOC01000011.1_35	K02448
AFOC01000011.1_36	K04748
AFOC01000011.1_37	K03388,K16885
AFOC01000011.1_38	K16886
AFOC01000011.1_41	K03775
AFOC01000011.1_42	K03789,K03790,K03896
AFOC01000011.1_44	K07168
AFOC01000011.1_45	K11179
AFOC01000011.1_46	K00374
AFOC01000011.1_47	K00373
AFOC01000011.1_48	K00371
AFOC01000011.1_49	K00370
AFOC01000011.1_50	K00370
AFOC01000011.1_51	K02575
AFOC01000011.1_52	K02575
AFOC01000011.1_53	K07673,K07674
AFOC01000011.1_54	K07684
AFOC01000011.1_56	K01724
AFOC01000010.1_3	K01533
AFOC01000010.1_12	K14261
AFOC01000010.1_13	K00003,K12524
AFOC01000010.1_14	K01733
AFOC01000010.1_16	K08234
AFOC01000010.1_19	K00990
AFOC01000010.1_20	K01265
AFOC01000010.1_21	K02967
AFOC01000010.1_22	K02357
AFOC01000010.1_23	K09903
AFOC01000010.1_24	K02838
AFOC01000010.1_25	K00806
AFOC01000010.1_26	K00981
AFOC01000010.1_27	K00099
AFOC01000010.1_28	K11749
AFOC01000010.1_29	K07277
AFOC01000010.1_30	K06142
AFOC01000010.1_31	K02536
AFOC01000010.1_32	K02372
AFOC01000010.1_33	K00748
AFOC01000010.1_34	K03470
AFOC01000010.1_35	K02337
AFOC01000009.1_3	K07153
AFOC01000009.1_4	K00566
AFOC01000009.1_5	K06181
AFOC01000009.1_6	K03704
AFOC01000009.1_7	K06891
AFOC01000009.1_8	K03694
AFOC01000009.1_9	K02518
AFOC01000009.1_10	K21420
AFOC01000009.1_11	K00684
AFOC01000009.1_13	K00384,K22345
AFOC01000009.1_14	K00259
AFOC01000009.1_15	K03466
AFOC01000009.1_16	K03634
AFOC01000009.1_17	K07478
AFOC01000009.1_18	K06199
AFOC01000009.1_19	K09137
AFOC01000009.1_20	K01875
AFOC01000009.1_22	K19416
AFOC01000009.1_25	K07491
AFOC01000009.1_26	K00278
AFOC01000009.1_27	K03088
AFOC01000009.1_28	K03597
AFOC01000009.1_29	K03598
AFOC01000009.1_31	K04771
AFOC01000009.1_33	K03596
AFOC01000009.1_34	K03100
AFOC01000009.1_36	K03685
AFOC01000009.1_37	K03595
AFOC01000009.1_38	K03595
AFOC01000009.1_39	K03584
AFOC01000009.1_40	K03474
AFOC01000009.1_41	K07678
AFOC01000009.1_42	K12339
AFOC01000009.1_45	K03215
AFOC01000009.1_46	K01768
AFOC01000009.1_47	K02035
AFOC01000009.1_49	K02033
AFOC01000009.1_50	K02034
AFOC01000009.1_51	K02415
AFOC01000009.1_52	K01207
AFOC01000009.1_53	K00760
AFOC01000009.1_55	K03386
AFOC01000009.1_56	K00772,K03783,K03815,K19696
AFOC01000009.1_57	K07126
AFOC01000008.1_2	K13277
AFOC01000008.1_4	K13609,K16844
AFOC01000008.1_7	K01057
AFOC01000008.1_8	K00058
AFOC01000008.1_11	K02510
AFOC01000008.1_14	K01007
AFOC01000008.1_15	K10715,K20974
AFOC01000008.1_16	K13040
AFOC01000008.1_18	K11443
AFOC01000008.1_21	K07814,K19617
AFOC01000008.1_24	K01835
AFOC01000008.1_25	K04079
AFOC01000008.1_26	K02453
AFOC01000008.1_27	K02454,K02652
AFOC01000008.1_28	K02455
AFOC01000008.1_29	K02456
AFOC01000008.1_30	K02457
AFOC01000008.1_31	K02457,K02458
AFOC01000008.1_34	K02461
AFOC01000008.1_37	K07787
AFOC01000008.1_38	K07798
AFOC01000007.1_2	K00428
AFOC01000007.1_4	K08356
AFOC01000007.1_7	K01200,K01214
AFOC01000007.1_8	K01200,K01214
AFOC01000007.1_9	K09912
AFOC01000007.1_10	K11927
AFOC01000007.1_11	K04061
AFOC01000007.1_14	K09141
AFOC01000007.1_15	K03554
AFOC01000007.1_16	K08679,K17947
AFOC01000007.1_17	K02474
AFOC01000007.1_28	K03309
AFOC01000007.1_30	K07126
AFOC01000007.1_32	K03704
AFOC01000007.1_35	K19802
AFOC01000007.1_37	K01661
AFOC01000007.1_39	K02551
AFOC01000007.1_40	K01851,K02361,K02552
AFOC01000007.1_41	K01851,K02361,K02552
AFOC01000007.1_43	K07152
AFOC01000007.1_44	K07152
AFOC01000007.1_45	K00376
AFOC01000007.1_50	K07218
AFOC01000007.1_53	K01990
AFOC01000007.1_55	K19341
AFOC01000006.1_1	K03565
AFOC01000006.1_2	K03553
AFOC01000006.1_4	K03743
AFOC01000006.1_5	K06995
AFOC01000006.1_7	K04562
AFOC01000006.1_8	K01883
AFOC01000006.1_9	K03406
AFOC01000006.1_11	K03768
AFOC01000006.1_12	K03269
AFOC01000006.1_14	K11529
AFOC01000006.1_15	K11529
AFOC01000006.1_18	K07285
AFOC01000006.1_19	K07285
AFOC01000006.1_21	K00573
AFOC01000006.1_24	K14742
AFOC01000006.1_33	K03496
AFOC01000006.1_47	K03517
AFOC01000006.1_48	K07713
AFOC01000005.1_2	K05982
AFOC01000005.1_4	K07712
AFOC01000005.1_5	K07712
AFOC01000005.1_6	K07708
AFOC01000005.1_9	K01915
AFOC01000005.1_11	K04085
AFOC01000005.1_13	K01878
AFOC01000005.1_14	K01879
AFOC01000005.1_16	K03273
AFOC01000005.1_17	K00655
AFOC01000005.1_18	K02470
AFOC01000005.1_20	K07497
AFOC01000005.1_22	K02338
AFOC01000005.1_23	K02313
AFOC01000005.1_24	K03217
AFOC01000005.1_25	K03650
AFOC01000005.1_26	K22452
AFOC01000005.1_28	K03924
AFOC01000005.1_29	K03495
AFOC01000005.1_30	K03501
AFOC01000005.1_32	K03496
AFOC01000005.1_33	K03497
AFOC01000005.1_34	K02116
AFOC01000005.1_35	K02108
AFOC01000005.1_36	K02110
AFOC01000005.1_37	K02109
AFOC01000005.1_38	K02113
AFOC01000005.1_39	K02111
AFOC01000005.1_40	K02115
AFOC01000005.1_41	K02112
AFOC01000005.1_42	K02114
AFOC01000005.1_43	K03775
AFOC01000005.1_44	K04042
AFOC01000005.1_45	K00820
AFOC01000005.1_48	K06167
AFOC01000005.1_49	K00523
AFOC01000005.1_50	K00845
AFOC01000005.1_51	K03657
AFOC01000005.1_52	K03657
AFOC01000005.1_53	K03657
AFOC01000004.1_7	K05592
AFOC01000004.1_17	K09760
AFOC01000004.1_18	K18707
AFOC01000004.1_22	K09122
AFOC01000004.1_23	K01142
