#Host
FUN000001-T1	K11253
FUN032660-T1	K06086
FUN032664-T1	K05760
FUN032666-T1	K07809
FUN032677-T1	K05313
FUN032679-T1	K05313
FUN032685-T1	K05313
FUN032687-T1	K14611
FUN032688-T1	K14611
FUN032691-T1	K05323
FUN032693-T1	K16680
FUN032694-T1	K24496
FUN032696-T1	K17341
FUN032700-T1	K06756
FUN032703-T1	K17341
FUN032704-T1	K06767
FUN032706-T1	K06767
FUN032711-T1	K13912
FUN032713-T1	K04565
FUN032715-T1	K22020
FUN032723-T1	K10104
FUN032737-T1	K20636
FUN032738-T1	K13106
FUN032741-T1	K20636
FUN032749-T1	K01017
FUN032757-T1	K20007
FUN032758-T1	K20007
FUN032759-T1	K05323
FUN032764-T1	K20007
FUN032770-T1	K17849
FUN032780-T1	K09668
FUN032792-T1	K20456
FUN032805-T1	K05312
FUN032807-T1	K06532
FUN032808-T1	K03177
FUN032809-T1	K10104
FUN032831-T1	K04144
FUN032837-T1	K08635
FUN032838-T1	K08635
FUN032847-T1	K06677
FUN032849-T1	K22020
FUN032853-T1	K06827
FUN032855-T1	K19953
FUN032881-T1	K13526
FUN032893-T1	K05312
FUN032896-T1	K05312
FUN032897-T1	K05312
FUN032898-T1	K07305
FUN032901-T1	K09341
FUN032902-T1	K21598
FUN032920-T1	K03174
FUN032921-T1	K03174
FUN032923-T1	K03174
FUN032926-T1	K19525
FUN032929-T1	K08190
FUN032931-T1	K22790
FUN032946-T1	K09228
FUN032947-T1	K04912
FUN032969-T1	K08765
FUN032972-T1	K04230
FUN032973-T1	K04230
FUN032981-T1	K01021
FUN032986-T1	K03495
FUN032988-T1	K03495
FUN032990-T1	K04160
FUN032991-T1	K09228
FUN032992-T1	K03495
FUN033000-T1	K17341
FUN033033-T1	K01019
FUN033034-T1	K01019
FUN033048-T1	K11801
FUN033057-T1	K10104
FUN033061-T1	K06766
FUN033068-T1	K04677
FUN033072-T1	K04677
FUN033081-T1	K10875
FUN033082-T1	K10875
FUN033083-T1	K10875
FUN033084-T1	K11427
FUN033102-T1	K00753
FUN033103-T1	K00753
FUN033110-T1	K13963
FUN033113-T1	K13963
FUN033124-T1	K18695
FUN033127-T1	K03661
FUN033135-T1	K04550
FUN033136-T1	K04988
FUN033138-T1	K04988
FUN033141-T1	K17088
FUN033142-T1	K17088
FUN033143-T1	K05312
FUN033145-T1	K05312
FUN033147-T1	K05312
FUN033149-T1	K23927
FUN033158-T1	K12614
FUN033163-T1	K01022
FUN033165-T1	K04194
FUN033168-T1	K00927
FUN033178-T1	K05052
FUN033185-T1	K07375
FUN033186-T1	K21343
FUN033193-T1	K22614
FUN033197-T1	K01466
FUN033199-T1	K15712
FUN033203-T1	K01064
FUN033213-T1	K04511
FUN033217-T1	K11997
FUN033242-T1	K17614
FUN033259-T1	K00727
FUN033262-T1	K08855
FUN033270-T1	K12352
FUN033286-T1	K12585
FUN033288-T1	K01880
FUN033289-T1	K18669
FUN033295-T1	K04892
FUN033298-T1	K04892
FUN033299-T1	K04892
FUN033302-T1	K08807
FUN033315-T1	K05206
FUN033316-T1	K05313
FUN033319-T1	K09430
FUN033323-T1	K05313
FUN033325-T1	K13138
FUN033329-T1	K23487
FUN033335-T1	K19532
FUN033337-T1	K14311
FUN033342-T1	K08957
FUN033343-T1	K08957
FUN033344-T1	K08957
FUN033365-T1	K16194
FUN033376-T1	K14558
FUN033380-T1	K14353
FUN033396-T1	K01309
FUN033407-T1	K05195
FUN033413-T1	K23896
FUN033421-T1	K01019
FUN033422-T1	K01019
FUN033425-T1	K24185
FUN033447-T1	K17509
FUN033449-T1	K04734
FUN033454-T1	K02186
FUN033465-T1	K11968
FUN033476-T1	K08852
FUN033477-T1	K06699
FUN033483-T1	K12323
FUN033488-T1	K12323
FUN033489-T1	K12323
FUN033501-T1	K05349
FUN033517-T1	K22600
FUN033518-T1	K01769
FUN033521-T1	K24470
FUN033530-T1	K11487
FUN033531-T1	K04137
FUN033532-T1	K04137
FUN033544-T1	K00502
FUN033545-T1	K08155
FUN033549-T1	K15734
FUN033552-T1	K15734
FUN033557-T1	K17481
FUN033568-T1	K16667
FUN033573-T1	K01904
FUN033574-T1	K01904
FUN033578-T1	K01904
FUN033579-T1	K01904
FUN033580-T1	K01904
FUN033581-T1	K01904
FUN033582-T1	K01904
FUN033584-T1	K01904
FUN033585-T1	K01904
FUN033586-T1	K01904
FUN033591-T1	K08844
FUN033592-T1	K14569
FUN033597-T1	K15616
FUN033606-T1	K05701
FUN033608-T1	K09651
FUN033609-T1	K09651
FUN033610-T1	K13207
FUN033626-T1	K23899
FUN033627-T1	K23899
FUN033629-T1	K23901
FUN033631-T1	K18438
FUN033632-T1	K18438
FUN033649-T1	K01769
FUN033651-T1	K01769
FUN033674-T1	K14353
FUN033707-T1	K19483
FUN033708-T1	K19483
FUN033709-T1	K19483
FUN033721-T1	K07967
FUN033724-T1	K07967
FUN033725-T1	K07967
FUN033732-T1	K04984
FUN033747-T1	K22611
FUN033749-T1	K04728
FUN033750-T1	K20478
FUN033759-T1	K16481
FUN033764-T1	K11089
FUN033771-T1	K19867
FUN033775-T1	K10649
FUN033780-T1	K10352
FUN033781-T1	K10352
FUN033784-T1	K22657
FUN033790-T1	K15338
FUN033800-T1	K11274
FUN033828-T1	K10392
FUN033837-T1	K08076
FUN033848-T1	K05665
FUN033855-T1	K24631
FUN033869-T1	K22988
FUN033891-T1	K10391
FUN033895-T1	K10872
FUN033903-T1	K01050
FUN033905-T1	K04224
FUN033906-T1	K06721
FUN033907-T1	K06721
FUN033918-T1	K06640
FUN033922-T1	K17987
FUN033928-T1	K11994
FUN033939-T1	K10380
FUN033940-T1	K10380
FUN033960-T1	K18490
FUN033962-T1	K09324
FUN033964-T1	K13026
FUN033966-T1	K13026
FUN033977-T1	K05126
FUN033983-T1	K16602
FUN033986-T1	K07377
FUN033987-T1	K07377
FUN033990-T1	K07377
FUN033995-T1	K10093
FUN034006-T1	K05665
FUN034024-T1	K23341
FUN034027-T1	K08592
FUN034029-T1	K11977
FUN034030-T1	K11977
FUN034031-T1	K11977
FUN034033-T1	K11109
FUN034038-T1	K01816
FUN034046-T1	K00710
FUN034047-T1	K05970
FUN034056-T1	K16669
FUN034057-T1	K16506
FUN034062-T1	K16667
FUN034070-T1	K06238
FUN034072-T1	K06238
FUN034073-T1	K06238
FUN034079-T1	K12192
FUN034081-T1	K01324
FUN034083-T1	K01362
FUN034084-T1	K06238
FUN034085-T1	K06238
FUN034086-T1	K06238
FUN034087-T1	K06238
FUN034088-T1	K06238
FUN034093-T1	K12188
FUN034094-T1	K10658
FUN034100-T1	K10594
FUN034102-T1	K22197
FUN034121-T1	K05858
FUN034123-T1	K14716
FUN034131-T1	K10268
FUN034133-T1	K10955
FUN034180-T1	K11975
FUN034194-T1	K13192
FUN034195-T1	K14575
FUN034198-T1	K18497
FUN034200-T1	K02599
FUN034201-T1	K00753
FUN034216-T1	K20401
FUN034217-T1	K04194
FUN034218-T1	K04194
FUN034220-T1	K04194
FUN034222-T1	K04194
FUN034232-T1	K13566
FUN034233-T1	K13566
FUN034235-T1	K13566
FUN034236-T1	K13566
FUN034239-T1	K07532
FUN034248-T1	K10408
FUN034251-T1	K19041
FUN034256-T1	K05866
FUN034261-T1	K20167
FUN034263-T1	K20167
FUN034267-T1	K04849
FUN034269-T1	K04849
FUN034272-T1	K04849
FUN034283-T1	K00698
FUN034293-T1	K19914
FUN034294-T1	K19914
FUN034312-T1	K12391
FUN034384-T1	K01681
FUN034386-T1	K12301
FUN034393-T1	K24469
FUN034402-T1	K04988
FUN034409-T1	K21771
FUN034410-T1	K06238
FUN034416-T1	K15607
FUN034427-T1	K09353
FUN034428-T1	K11680
FUN034434-T1	K10104
FUN034441-T1	K20125
FUN034444-T1	K22156
FUN034445-T1	K22156
FUN034453-T1	K10369
FUN034462-T1	K22888
FUN034472-T1	K04570
FUN034481-T1	K08838
FUN034482-T1	K01593
FUN034486-T1	K09397
FUN034512-T1	K20032
FUN034520-T1	K23151
FUN034527-T1	K22670
FUN034528-T1	K22670
FUN034541-T1	K17550
FUN034550-T1	K22674
FUN034551-T1	K05496
FUN034559-T1	K07809
FUN034561-T1	K07809
FUN034567-T1	K04640
FUN034568-T1	K04640
FUN034575-T1	K20989
FUN034588-T1	K01586
FUN034594-T1	K23624
FUN034597-T1	K06111
FUN034603-T1	K02432
FUN034613-T1	K08852
FUN034632-T1	K23284
FUN034638-T1	K10392
FUN034657-T1	K06776
FUN034658-T1	K08190
FUN034659-T1	K16533
FUN034660-T1	K05869
FUN034670-T1	K23297
FUN034673-T1	K19408
FUN034683-T1	K10955
FUN034696-T1	K05052
FUN034701-T1	K07203
FUN034704-T1	K11849
FUN034706-T1	K11849
FUN034713-T1	K04170
FUN034715-T1	K08374
FUN034721-T1	K20317
FUN034724-T1	K11778
FUN034725-T1	K04825
FUN034726-T1	K04825
FUN034727-T1	K11778
FUN034728-T1	K11798
FUN034736-T1	K23294
FUN034764-T1	K17816
FUN034769-T1	K23994
FUN034773-T1	K11306
FUN034774-T1	K11306
FUN034778-T1	K05665
FUN034797-T1	K06776
FUN034800-T1	K20051
FUN034805-T1	K05313
FUN034806-T1	K05313
FUN034807-T1	K19613
FUN034810-T1	K19613
FUN034821-T1	K04666
FUN034822-T1	K19914
FUN034823-T1	K16669
FUN034825-T1	K16669
FUN034827-T1	K17341
FUN034830-T1	K07376
FUN034831-T1	K24224
FUN034837-T1	K07376
FUN034839-T1	K07376
FUN034840-T1	K07376
FUN034842-T1	K07376
FUN034849-T1	K06233
FUN034856-T1	K04420
FUN034857-T1	K04420
FUN034863-T1	K12818
FUN034869-T1	K10447
FUN034878-T1	K05696
FUN034888-T1	K05706
FUN034902-T1	K19538
FUN034905-T1	K22614
FUN034912-T1	K10955
FUN034914-T1	K05121
FUN034916-T1	K06756
FUN034919-T1	K09848
FUN034921-T1	K09848
FUN034933-T1	K05850
FUN034934-T1	K01565
FUN034935-T1	K24228
FUN034936-T1	K08840
FUN034947-T1	K05398
FUN034952-T1	K04284
FUN034959-T1	K05398
FUN034967-T1	K12323
FUN034968-T1	K02178
FUN034975-T1	K10104
FUN034989-T1	K06238
FUN034990-T1	K06238
FUN034993-T1	K15728
FUN034994-T1	K09349
FUN034998-T1	K04834
FUN035000-T1	K04834
FUN035001-T1	K04834
FUN035002-T1	K22532
FUN035003-T1	K04834
FUN035010-T1	K05175
FUN035012-T1	K05175
FUN035021-T1	K09660
FUN035028-T1	K11583
FUN035029-T1	K10104
FUN035030-T1	K18264
FUN035037-T1	K04284
FUN035039-T1	K12323
FUN035041-T1	K12323
FUN035042-T1	K12323
FUN035046-T1	K06756
FUN035049-T1	K00698
FUN035054-T1	K23386
FUN035067-T1	K07854
FUN035080-T1	K02539
FUN035092-T1	K11590
FUN035103-T1	K06825
FUN035104-T1	K17233
FUN035113-T1	K00699
FUN035127-T1	K05312
FUN035130-T1	K02599
FUN035134-T1	K06704
FUN035145-T1	K07442
FUN035151-T1	K04611
FUN035154-T1	K15027
FUN035168-T1	K05030
FUN035169-T1	K05030
FUN035174-T1	K15464
FUN035182-T1	K14463
FUN035184-T1	K10104
FUN035187-T1	K04194
FUN035188-T1	K10104
FUN035189-T1	K14349
FUN035195-T1	K16669
FUN035200-T1	K16506
FUN035207-T1	K08727
FUN035210-T1	K05613
FUN035221-T1	K13131
FUN035229-T1	K13708
FUN035241-T1	K10799
FUN035245-T1	K16628
FUN035257-T1	K21873
FUN035263-T1	K04467
FUN035264-T1	K04467
FUN035276-T1	K09228
FUN035285-T1	K22016
FUN035294-T1	K19415
FUN035295-T1	K05658
FUN035296-T1	K22017
FUN035297-T1	K04208
FUN035302-T1	K16680
FUN035305-T1	K02599
FUN035306-T1	K06580
FUN035312-T1	K14353
FUN035313-T1	K06753
FUN035317-T1	K09174
FUN035327-T1	K08852
FUN035339-T1	K01880
FUN035341-T1	K12646
FUN035342-T1	K05312
FUN035347-T1	K04285
FUN035348-T1	K04163
FUN035350-T1	K04285
FUN035351-T1	K04163
FUN035352-T1	K22815
FUN035354-T1	K04153
FUN035355-T1	K04285
FUN035359-T1	K06238
FUN035361-T1	K10356
FUN035363-T1	K10356
FUN035367-T1	K00106
FUN035369-T1	K00106
FUN035371-T1	K00106
FUN035397-T1	K05312
FUN035409-T1	K21771
FUN035415-T1	K13985
FUN035419-T1	K14754
FUN035422-T1	K04194
FUN035423-T1	K04194
FUN035424-T1	K04194
FUN035429-T1	K23203
FUN035436-T1	K00731
FUN035438-T1	K00710
FUN035449-T1	K08190
FUN035451-T1	K10955
FUN035453-T1	K09878
FUN035458-T1	K16727
FUN035478-T1	K04987
FUN035479-T1	K04987
FUN035480-T1	K20295
FUN035481-T1	K04987
FUN035494-T1	K17539
FUN035506-T1	K16628
FUN035507-T1	K19721
FUN035508-T1	K16628
FUN035509-T1	K08202
FUN035511-T1	K00261
FUN035517-T1	K06776
FUN035524-T1	K10273
FUN035529-T1	K00727
FUN035533-T1	K04397
FUN035544-T1	K08399
FUN035552-T1	K05313
FUN035557-T1	K24469
FUN035568-T1	K04615
FUN035569-T1	K04615
FUN035571-T1	K04615
FUN035572-T1	K04615
FUN035573-T1	K04615
FUN035577-T1	K04615
FUN035582-T1	K08033
FUN035584-T1	K16606
FUN035585-T1	K04988
FUN035586-T1	K19921
FUN035597-T1	K06776
FUN035605-T1	K05665
FUN035606-T1	K05665
FUN035608-T1	K05665
FUN035610-T1	K05665
FUN035617-T1	K19527
FUN035618-T1	K13763
FUN035619-T1	K04988
FUN035620-T1	K14857
FUN035633-T1	K04131
FUN035640-T1	K16572
FUN035642-T1	K13139
FUN035644-T1	K13675
FUN035664-T1	K17989
FUN035665-T1	K11490
FUN035668-T1	K20051
FUN035670-T1	K06233
FUN035671-T1	K17233
FUN035674-T1	K17554
FUN035680-T1	K12362
FUN035682-T1	K12362
FUN035688-T1	K05127
FUN035689-T1	K05127
FUN035693-T1	K09188
FUN035694-T1	K05195
FUN035702-T1	K00106
FUN035703-T1	K00106
FUN035704-T1	K00106
FUN035707-T1	K00106
FUN035709-T1	K00106
FUN035712-T1	K19572
FUN035715-T1	K04988
FUN035718-T1	K11810
FUN035719-T1	K17834
FUN035722-T1	K08190
FUN035723-T1	K08190
FUN035727-T1	K10172
FUN035730-T1	K16777
FUN035732-T1	K10343
FUN035739-T1	K12405
FUN035742-T1	K04194
FUN035745-T1	K04194
FUN035750-T1	K14696
FUN035751-T1	K08735
FUN035752-T1	K08701
FUN035754-T1	K08701
FUN035755-T1	K08530
FUN035757-T1	K16816
FUN035760-T1	K10478
FUN035762-T1	K24265
FUN035769-T1	K21596
FUN035771-T1	K13761
FUN035778-T1	K06532
FUN035782-T1	K06532
FUN035784-T1	K10153
FUN035787-T1	K14356
FUN035788-T1	K16491
FUN035790-T1	K22614
FUN035793-T1	K04239
FUN035797-T1	K04284
FUN035798-T1	K23847
FUN035806-T1	K04445
FUN035810-T1	K10461
FUN035819-T1	K09568
FUN035828-T1	K00725
FUN035829-T1	K00725
FUN035830-T1	K10955
FUN035839-T1	K09414
FUN035851-T1	K22754
FUN035852-T1	K22754
FUN035866-T1	K08830
FUN035868-T1	K10380
FUN035869-T1	K19525
FUN035871-T1	K19525
FUN035872-T1	K24185
FUN035878-T1	K13912
FUN035879-T1	K23915
FUN035883-T1	K11141
FUN035912-T1	K19360
FUN035913-T1	K19360
FUN035915-T1	K10104
FUN035927-T1	K10104
FUN035930-T1	K12830
FUN035932-T1	K17902
FUN035971-T1	K16621
FUN035984-T1	K15102
FUN035986-T1	K23286
FUN036011-T1	K04194
FUN036012-T1	K13142
FUN036014-T1	K22017
FUN036018-T1	K04437
FUN036023-T1	K13710
FUN036028-T1	K22615
FUN036031-T1	K14575
FUN036034-T1	K14616
FUN036039-T1	K14616
FUN036041-T1	K14616
FUN036053-T1	K09451
FUN036063-T1	K16550
FUN036064-T1	K16550
FUN036071-T1	K07967
FUN036085-T1	K04978
FUN036090-T1	K20412
FUN036091-T1	K01362
FUN036092-T1	K01362
FUN036093-T1	K07525
FUN036100-T1	K16351
FUN036101-T1	K05398
FUN036107-T1	K04585
FUN036108-T1	K04585
FUN036118-T1	K18886
FUN036120-T1	K18886
FUN036123-T1	K10461
FUN036129-T1	K08852
FUN036139-T1	K08808
FUN036146-T1	K12567
FUN036149-T1	K11976
FUN036150-T1	K06560
FUN036151-T1	K23869
FUN036152-T1	K04450
FUN036160-T1	K19495
FUN036161-T1	K19495
FUN036168-T1	K05186
FUN036169-T1	K04659
FUN036172-T1	K04131
FUN036177-T1	K04305
FUN036196-T1	K05860
FUN036207-T1	K22420
FUN036213-T1	K10955
FUN036214-T1	K16725
FUN036217-T1	K00850
FUN036218-T1	K07885
FUN036228-T1	K10392
FUN036229-T1	K04134
FUN036235-T1	K01446
FUN036236-T1	K10104
FUN036238-T1	K14386
FUN036250-T1	K21971
FUN036251-T1	K21971
FUN036257-T1	K14611
FUN036262-T1	K04579
FUN036263-T1	K16340
FUN036279-T1	K05038
FUN036282-T1	K08796
FUN036286-T1	K14716
FUN036297-T1	K24342
FUN036306-T1	K10626
FUN036314-T1	K08190
FUN036315-T1	K11810
FUN036316-T1	K11810
FUN036321-T1	K11810
FUN036324-T1	K07874
FUN036327-T1	K03174
FUN036344-T1	K14613
FUN036345-T1	K20840
FUN036347-T1	K14613
FUN036348-T1	K20840
FUN036351-T1	K20840
FUN036353-T1	K20840
FUN036354-T1	K20840
FUN036360-T1	K14613
FUN036371-T1	K05129
FUN036376-T1	K21798
FUN036377-T1	K22815
FUN036381-T1	K21798
FUN036384-T1	K04043
FUN036387-T1	K20633
FUN036388-T1	K05038
FUN036393-T1	K06839
FUN036395-T1	K07968
FUN036402-T1	K12887
FUN036417-T1	K10393
FUN036418-T1	K10393
FUN036419-T1	K09228
FUN036426-T1	K06774
FUN036429-T1	K06774
FUN036431-T1	K11997
FUN036443-T1	K15261
FUN036450-T1	K19636
FUN036451-T1	K19636
FUN036452-T1	K24420
FUN036456-T1	K00289
FUN036467-T1	K23927
FUN036473-T1	K12818
FUN036499-T1	K04459
FUN036501-T1	K00387
FUN036514-T1	K05030
FUN036528-T1	K14169
FUN036530-T1	K17602
FUN036531-T1	K04534
FUN036534-T1	K09176
FUN036537-T1	K09176
FUN036539-T1	K09176
FUN036541-T1	K04239
FUN036542-T1	K04239
FUN036544-T1	K04239
FUN036545-T1	K04239
FUN036546-T1	K04239
FUN036549-T1	K01869
FUN036550-T1	K15335
FUN036560-T1	K09668
FUN036562-T1	K04282
FUN036564-T1	K03031
FUN036565-T1	K23336
FUN036571-T1	K10104
FUN036592-T1	K04211
FUN036593-T1	K04305
FUN036594-T1	K04305
FUN036597-T1	K04978
FUN036603-T1	K23841
FUN036604-T1	K12567
FUN036610-T1	K10408
FUN036614-T1	K22864
FUN036616-T1	K07299
FUN036617-T1	K19678
FUN036633-T1	K06825
FUN036634-T1	K06825
FUN036646-T1	K10955
FUN036649-T1	K10391
FUN036650-T1	K11997
FUN036652-T1	K11997
FUN036653-T1	K10391
FUN036659-T1	K13047
FUN036660-T1	K14354
FUN036664-T1	K18405
FUN036665-T1	K18405
FUN036683-T1	K08378
FUN036685-T1	K08378
FUN036689-T1	K05126
FUN036690-T1	K05312
FUN036692-T1	K09405
FUN036701-T1	K17353
FUN036710-T1	K06237
FUN036715-T1	K18079
FUN036716-T1	K18079
FUN036720-T1	K16507
FUN036735-T1	K10478
FUN036736-T1	K16506
FUN036737-T1	K16506
FUN036743-T1	K21915
FUN036745-T1	K06776
FUN036746-T1	K21988
FUN036747-T1	K09869
FUN036748-T1	K09869
FUN036754-T1	K04988
FUN036755-T1	K04988
FUN036756-T1	K04988
FUN036758-T1	K04988
FUN036759-T1	K19915
FUN036773-T1	K11292
FUN036775-T1	K00799
FUN036778-T1	K16855
FUN036782-T1	K04988
FUN036783-T1	K04988
FUN036785-T1	K04975
FUN036792-T1	K07367
FUN036793-T1	K24104
FUN036796-T1	K23791
FUN036806-T1	K15362
FUN036811-T1	K10176
FUN036812-T1	K10176
FUN036814-T1	K10176
FUN036815-T1	K10177
FUN036823-T1	K02183
FUN036829-T1	K00901
FUN036840-T1	K01019
FUN036841-T1	K01593
FUN036857-T1	K16777
FUN036864-T1	K01017
FUN036872-T1	K10226
FUN036873-T1	K05186
FUN036874-T1	K08469
FUN036878-T1	K08469
FUN036884-T1	K05185
FUN036889-T1	K10382
FUN036890-T1	K12567
FUN036891-T1	K12302
FUN036897-T1	K05312
FUN036899-T1	K19863
FUN036901-T1	K19863
FUN036913-T1	K11296
FUN036919-T1	K12076
FUN036920-T1	K12076
FUN036924-T1	K08635
FUN036925-T1	K08635
FUN036928-T1	K23847
FUN036939-T1	K08852
FUN036941-T1	K05038
FUN036942-T1	K05038
FUN036964-T1	K05052
FUN036965-T1	K24224
FUN036967-T1	K18055
FUN036970-T1	K05869
FUN036979-T1	K05312
FUN036980-T1	K05312
FUN036981-T1	K05312
FUN036982-T1	K05312
FUN036983-T1	K05312
FUN036984-T1	K05312
FUN036985-T1	K05312
FUN036991-T1	K10359
FUN036993-T1	K19867
FUN037006-T1	K04239
FUN037010-T1	K17253
FUN037028-T1	K11187
FUN037029-T1	K05769
FUN037043-T1	K06233
FUN037053-T1	K16943
FUN037076-T1	K08739
FUN037081-T1	K01870
FUN037096-T1	K01802
FUN037097-T1	K08857
FUN037098-T1	K01802
FUN037107-T1	K07819
FUN037108-T1	K07819
FUN037130-T1	K04936
FUN037134-T1	K04515
FUN037138-T1	K01965
FUN037139-T1	K01965
FUN037140-T1	K01965
FUN037147-T1	K22371
FUN037148-T1	K01050
FUN037160-T1	K20840
FUN037161-T1	K20840
FUN037167-T1	K11577
FUN037170-T1	K21763
FUN037179-T1	K09666
FUN037184-T1	K05694
FUN037189-T1	K06238
FUN037190-T1	K06825
FUN037193-T1	K06839
FUN037194-T1	K05030
FUN037199-T1	K08592
FUN037209-T1	K23332
FUN037210-T1	K19525
FUN037214-T1	K14353
FUN037223-T1	K05313
FUN037230-T1	K09324
FUN037233-T1	K00505
FUN037236-T1	K00552
FUN037238-T1	K00552
FUN037240-T1	K00552
FUN037242-T1	K23342
FUN037246-T1	K09525
FUN037256-T1	K22754
FUN037258-T1	K19360
FUN037259-T1	K17700
FUN037260-T1	K24014
FUN037263-T1	K05312
FUN037264-T1	K05312
FUN037266-T1	K05312
FUN037275-T1	K01593
FUN037276-T1	K06237
FUN037292-T1	K01904
FUN037293-T1	K21343
FUN037295-T1	K04209
FUN037296-T1	K01294
FUN037321-T1	K05312
FUN037324-T1	K02091
FUN037328-T1	K09362
FUN037332-T1	K21988
FUN037334-T1	K10104
FUN037337-T1	K16774
FUN037355-T1	K05768
FUN037356-T1	K05768
FUN037360-T1	K10104
FUN037373-T1	K12301
FUN037374-T1	K06059
FUN037376-T1	K06059
FUN037377-T1	K06059
FUN037382-T1	K02539
FUN037395-T1	K23901
FUN037399-T1	K00753
FUN037406-T1	K08679
FUN037407-T1	K08679
FUN037409-T1	K08679
FUN037411-T1	K00753
FUN037413-T1	K24385
FUN037414-T1	K08679
FUN037416-T1	K17613
FUN037422-T1	K20051
FUN037423-T1	K11373
FUN037455-T1	K10891
FUN037482-T1	K04134
FUN037497-T1	K04134
FUN037498-T1	K04849
FUN037500-T1	K24205
FUN037501-T1	K08585
FUN037506-T1	K20225
FUN037516-T1	K15621
FUN037520-T1	K22022
FUN037521-T1	K15621
FUN037522-T1	K15621
FUN037524-T1	K06238
FUN037525-T1	K04828
FUN037528-T1	K05195
FUN037529-T1	K08202
FUN037531-T1	K07435
FUN037535-T1	K24295
FUN037546-T1	K07967
FUN037551-T1	K04604
FUN037554-T1	K04604
FUN037555-T1	K04604
FUN037561-T1	K05736
FUN037567-T1	K18932
FUN037577-T1	K05694
FUN037578-T1	K20042
FUN037580-T1	K10429
FUN037581-T1	K19721
FUN037583-T1	K19721
FUN037584-T1	K06825
FUN037587-T1	K14536
FUN037591-T1	K24429
FUN037592-T1	K24429
FUN037606-T1	K10447
FUN037613-T1	K22865
FUN037644-T1	K11594
FUN037650-T1	K14383
FUN037654-T1	K14716
FUN037661-T1	K09372
FUN037680-T1	K21847
FUN037681-T1	K05643
FUN037683-T1	K06776
FUN037686-T1	K15271
FUN037706-T1	K05052
FUN037709-T1	K14726
FUN037711-T1	K14726
FUN037712-T1	K14726
FUN037730-T1	K08230
FUN037743-T1	K19636
FUN037744-T1	K08375
FUN037745-T1	K08375
FUN037746-T1	K08375
FUN037747-T1	K04223
FUN037748-T1	K04223
FUN037749-T1	K08375
FUN037750-T1	K04223
FUN037751-T1	K04223
FUN037752-T1	K08375
FUN037754-T1	K04223
FUN037755-T1	K08375
FUN037756-T1	K04223
FUN037759-T1	K14298
FUN037760-T1	K08202
FUN037763-T1	K14726
FUN037764-T1	K14726
FUN037765-T1	K14726
FUN037768-T1	K08883
FUN037776-T1	K20196
FUN037778-T1	K20196
FUN037780-T1	K01555
FUN037783-T1	K20051
FUN037791-T1	K15109
FUN037795-T1	K12619
FUN037804-T1	K13780
FUN037821-T1	K24610
FUN037822-T1	K01509
FUN037843-T1	K16628
FUN037844-T1	K16628
FUN037869-T1	K23501
FUN037872-T1	K11224
FUN037875-T1	K04977
FUN037878-T1	K04977
FUN037881-T1	K12323
FUN037882-T1	K16777
FUN037884-T1	K09214
FUN037894-T1	K15109
FUN037898-T1	K06062
FUN037920-T1	K24286
FUN037925-T1	K24429
FUN037926-T1	K08816
FUN037927-T1	K00753
FUN037928-T1	K00753
FUN037929-T1	K00753
FUN037944-T1	K15379
FUN037966-T1	K17582
FUN037973-T1	K06975
FUN037994-T1	K01362
FUN037997-T1	K00281
FUN038001-T1	K10268
FUN038004-T1	K09668
FUN038005-T1	K09668
FUN038006-T1	K12352
FUN038019-T1	K13201
FUN038020-T1	K13201
FUN038022-T1	K13201
FUN038033-T1	K06237
FUN038042-T1	K24254
FUN038044-T1	K09300
FUN038047-T1	K09311
FUN038049-T1	K09305
FUN038061-T1	K23922
FUN038067-T1	K16468
FUN038079-T1	K15259
FUN038087-T1	K15259
FUN038096-T1	K04978
FUN038097-T1	K04978
FUN038098-T1	K04978
FUN038100-T1	K23714
FUN038106-T1	K04676
FUN038117-T1	K10269
FUN038119-T1	K10413
FUN038121-T1	K04194
FUN038131-T1	K00728
FUN038141-T1	K24286
FUN038154-T1	K17343
FUN038156-T1	K15259
FUN038158-T1	K10392
FUN038170-T1	K12385
FUN038175-T1	K17894
FUN038187-T1	K06704
FUN038188-T1	K14191
FUN038193-T1	K04194
FUN038195-T1	K04194
FUN038200-T1	K06776
FUN038208-T1	K15789
FUN038229-T1	K23789
FUN038230-T1	K08526
FUN038239-T1	K06051
FUN038242-T1	K10104
FUN038258-T1	K00665
FUN038260-T1	K10737
FUN038270-T1	K16302
FUN038283-T1	K02940
FUN038284-T1	K20363
FUN038285-T1	K20230
FUN038291-T1	K18808
FUN038293-T1	K18808
FUN038294-T1	K18808
FUN038299-T1	K06910
FUN038300-T1	K09057
FUN038302-T1	K13807
FUN038305-T1	K13807
FUN038306-T1	K13807
FUN038331-T1	K22020
FUN038337-T1	K01132
FUN038339-T1	K03512
FUN038344-T1	K10895
FUN038351-T1	K01081
FUN038353-T1	K12757
FUN038355-T1	K01050
FUN038363-T1	K08852
FUN038364-T1	K14616
FUN038366-T1	K08665
FUN038370-T1	K05741
FUN038371-T1	K05741
FUN038380-T1	K08190
FUN038381-T1	K08190
FUN038386-T1	K08190
FUN038392-T1	K14072
FUN038395-T1	K20223
FUN038405-T1	K05723
FUN038410-T1	K00731
FUN038411-T1	K04284
FUN038412-T1	K08430
FUN038413-T1	K04282
FUN038416-T1	K04167
FUN038418-T1	K04167
FUN038419-T1	K08285
